VOYAGEID,YEARAM,NATINIMP,MJBYPTIMP,MJSLPTIMP
16253,1719,Great Britain,60999,35114
16255,1720,Great Britain,60608,21111
16256,1720,Great Britain,60999,35114
16257,1720,Great Britain,60999,35199
16259,1720,Great Britain,60999,35199
16260,1721,Great Britain,60999,21107
16261,1721,Great Britain,60608,21111
16262,1720,Great Britain,60799,35199
16263,1720,Great Britain,60999,35199
16264,1720,Great Britain,60999,35199
16265,1721,Great Britain,60608,21111
16266,1720,Great Britain,60608,21111
16267,1720,Great Britain,60408,35199
16268,1720,Great Britain,60999,21199
16269,1720,Great Britain,60999,34299
16270,1720,Great Britain,60999,35199
16271,1721,Great Britain,60999,33799
16272,1721,Great Britain,60811,21111
16273,1720,Great Britain,60999,21302
16274,1721,Great Britain,60811,21111
16275,1720,Great Britain,60499,35199
16276,1720,Great Britain,60499,35199
16277,1720,Great Britain,60999,34299
16278,1720,Great Britain,60999,35199
16279,1720,Great Britain,60999,35199
16280,1721,Great Britain,60499,35199
16281,1721,Great Britain,60999,31399
16282,1722,Great Britain,60499,35114
16283,1722,Great Britain,60499,33799
16284,1722,Great Britain,60408,35114
16285,1721,Great Britain,60999,35114
16286,1721,Great Britain,60999, 
16287,1721,Great Britain,60999,35199
16288,1721,Great Britain,60999,35199
16289,1721,Great Britain,60608, 
16290,1722,Great Britain,60999,35114
16291,1722,Great Britain,60608,21111
16292,1722,Great Britain,60608,21111
16293,1721,Great Britain,60999,34299
16294,1722,Great Britain,60999, 
16295,1721,Great Britain,60999, 
16296,1721,Great Britain,60999,35199
16297,1721,Great Britain, , 
16298,1721,Great Britain,60999, 
16299,1721,Great Britain,60999,35199
16300,1721,Great Britain,60999,34299
16301,1721,Great Britain,60999, 
16302,1721,Great Britain,60999, 
16303,1721,Great Britain,60499,35114
16304,1721,Great Britain,60999,21302
16305,1721,Great Britain,60999, 
16306,1722,Great Britain,60622,31499
16307,1721,Great Britain,60999, 
16308,1721,Great Britain,60999, 
16309,1723,Great Britain,60499,34299
16310,1723,Great Britain,60999,41299
16311,1722,Great Britain,60999,35199
16312,1722,Great Britain,60999,35199
16313,1722,Great Britain,60608,35199
16314,1723,Great Britain,60999,35199
16315,1723,Great Britain,60699,21111
16316,1722,Great Britain,60999,34299
16318,1723,Great Britain,60999,35199
16319,1723,Great Britain,60999,33799
16320,1722,Great Britain,60999,33799
16321,1723,Great Britain,60108,34299
16322,1723,Great Britain,60999,33599
16323,1723,Great Britain,60999,34299
16324,1722,Great Britain,60999,21302
16325,1723,Great Britain,60999,35199
16326,1722,Great Britain,60999,35199
16327,1722,Great Britain,60999,35199
16328,1723,Great Britain,60999,21107
16329,1723,Great Britain,60999,33601
16330,1723,Great Britain,60799,35199
16331,1724,Great Britain,60999,21302
16332,1724,Great Britain,60999,35199
16333,1724,Great Britain,60999,35199
16334,1723,Great Britain,60999,35199
16335,1723,Great Britain,60999,34299
16336,1723,Great Britain,60999,34299
16337,1724,Great Britain,60608,21111
16338,1724,Great Britain,60999,35199
16339,1724,Great Britain,60999,21302
16340,1723,Great Britain,60999,80299
16341,1724,Great Britain,60999,33799
16342,1724,Great Britain,60999,35199
16343,1724,Great Britain,60999,33599
16344,1723,Great Britain,60699,34299
16345,1724,Great Britain,60999,33599
16346,1724,Great Britain,60999,21302
16347,1724,Great Britain,60999,34299
16348,1724,Great Britain,60999,34299
16349,1724,Great Britain,60601,34299
16350,1724,Great Britain,60999,33599
16351,1723,Great Britain,60999, 
16352,1724,Great Britain,60499,35199
16353,1725,Great Britain,60999,33601
16354,1725,Great Britain,60999,34299
16355,1725,Great Britain,60999,34299
16356,1724,Great Britain,60999,35199
16357,1724,Great Britain,60999,35199
16358,1724,Great Britain,60999,35199
16359,1724,Great Britain,60999,34299
16360,1724,Great Britain,60999,35199
16361,1725,Great Britain,60608,21111
16362,1724,Great Britain,60999,35199
16363,1724,Great Britain,60999,34299
16364,1725,Great Britain,60608,21111
16365,1725,Great Britain,60999,35199
16366,1724,Great Britain,60999,33599
16367,1724,Great Britain,60999,33599
16368,1725,Great Britain,60999,33599
16369,1725,Great Britain,60605,21107
16370,1725,Great Britain,60515,35199
16371,1725,Great Britain,60999,33799
16372,1724,Great Britain,60999, 
16373,1724,Great Britain,60999,35199
16374,1724,Great Britain,60608,21111
16375,1724,Great Britain,60999,35199
16376,1724,Great Britain,60999,34299
16377,1725,Great Britain,60999,34299
16378,1725,Great Britain,60999,33599
16379,1725,Great Britain,60999,35199
16380,1724,Great Britain,60799,35199
16381,1725,Great Britain,60999,34299
16382,1724,Great Britain,60999,34299
16383,1724,Great Britain,60999,34299
16384,1724,Great Britain,60999, 
16385,1725,Great Britain,60999,33599
16386,1724,Great Britain,60999,35199
16387,1724,Great Britain,60999,80299
16388,1724,Great Britain, , 
16389,1724,Great Britain,60126,33401
16390,1724,Great Britain,60999,35199
16392,1726,Great Britain,60999,35114
16393,1725,Great Britain,60999,21302
16394,1725,Great Britain,60999,35199
16395,1726,Great Britain,60999,33599
16396,1726,Great Britain,60999,35199
16397,1726,Great Britain,60608,21111
16398,1726,Great Britain,60799,34299
16399,1725,Great Britain,60999, 
16400,1726,Great Britain,60608,21111
16401,1726,Great Britain,60999,35199
16402,1726,Great Britain,60608,21111
16403,1725,Great Britain,60999,35199
16404,1726,Great Britain,60999,21302
16405,1726,Great Britain,60608,21107
16406,1726,Great Britain,60999,35199
16407,1726,Great Britain,60999,33401
16408,1725,Great Britain,60999,33599
16409,1726,Great Britain,60999,35199
16410,1725,Great Britain,60999,21302
16411,1726,Great Britain,60999,34299
16412,1726,Great Britain,60999,35114
16413,1725,Great Britain,60999,35199
16414,1725,Great Britain,60999,21302
16415,1726,Great Britain,60999,35199
16416,1726,Great Britain,60608,21107
16417,1725,Great Britain,60999,35199
16418,1725,Great Britain,60999,35199
16419,1725,Great Britain,60999,35199
16420,1725,Great Britain,60999,34299
16421,1725,Great Britain,60999,35199
16422,1726,Great Britain,60608,21111
16423,1725,Great Britain,60999,35199
16424,1725,Great Britain,60999,21099
16425,1725,Great Britain,60999,35199
16426,1726,Great Britain,60608,21111
16427,1726,Great Britain,60108,33599
16428,1726,Great Britain,60999,21302
16429,1726,Great Britain,60999,35199
16430,1726,Great Britain,60999,35199
16431,1725,Great Britain,60999,35199
16432,1726,Great Britain,60999,35199
16433,1725,Great Britain,60999,21302
16434,1725,Great Britain,60999,34299
16435,1726,Great Britain,60608,21111
16436,1726,Great Britain,60999,35199
16437,1725,Great Britain,60999,35199
16438,1725,Great Britain,60999,35199
16439,1725,Great Britain,60999,21199
16440,1727,Great Britain,60999,21111
16441,1727,Great Britain,60999,21111
16442,1727,Great Britain,60999,21107
16443,1727,Great Britain,60999,35199
16444,1726,Great Britain,60412,35199
16445,1727,Great Britain,60724,21111
16446,1727,Great Britain,60408,33401
16447,1727,Great Britain,60999,21111
16448,1726,Great Britain,60999,34299
16449,1726,Great Britain,60999,35114
16450,1727,Great Britain,60608,21111
16451,1726,Great Britain,60999,33599
16452,1726,Great Britain,60608,21111
16453,1727,Great Britain,60999,21111
16455,1727,Great Britain,60999,35199
16456,1726,Great Britain,60999,33799
16457,1726,Great Britain,60605,21107
16458,1727,Great Britain,60999,35199
16459,1726,Great Britain,60999,35199
16460,1726,Great Britain,60999,34299
16461,1726,Great Britain,60999,35199
16462,1726,Great Britain,60999,35199
16463,1726,Great Britain,60999,35114
16464,1727,Great Britain,60999,21111
16465,1727,Great Britain,60999,21111
16466,1727,Great Britain,60999,21107
16467,1727,Great Britain,60499,21111
16468,1727,Great Britain,60999,35199
16469,1727,Great Britain,60999,21107
16470,1728,Great Britain,60999,35114
16471,1728,Great Britain,60999,35114
16472,1728,Great Britain,60999,21199
16473,1728,Great Britain,60999,34299
16474,1727,Great Britain,60999,21199
16475,1728,Great Britain,60608,21111
16476,1728,Great Britain,60999,33799
16477,1727,Great Britain,60999,34299
16478,1727,Great Britain,60999,35199
16479,1727,Great Britain,60999,35199
16480,1727,Great Britain,60999,21199
16481,1728,Great Britain,60999,35114
16482,1727,Great Britain,60999,33799
16483,1728,Great Britain,60515,35114
16484,1728,Great Britain,60999,21199
16485,1728,Great Britain,60999,35114
16486,1728,Great Britain,60999,35114
16487,1727,Great Britain,60999,35199
16488,1727,Great Britain,60999,34299
16489,1728,Great Britain,60999,35114
16490,1728,Great Britain,60605,35114
16491,1728,Great Britain,60999,35114
16492,1727,Great Britain,60999,21302
16493,1728,Great Britain,60999,35199
16494,1727,Great Britain,60999,35199
16495,1728,Great Britain,60999,35114
16496,1727,Great Britain,60999,34299
16497,1728,Great Britain,60999,34299
16498,1728,Great Britain,60999,35114
16499,1728,Great Britain,60999,33601
16500,1728,Great Britain,60515,35114
16501,1727,Great Britain,60999,34299
16503,1728,Great Britain,60999,34299
16504,1728,Great Britain,60999,34299
16505,1728,Great Britain,60999,34299
16506,1728,Great Britain,60108,21199
16507,1729,Great Britain,60999,35114
16508,1728,Great Britain,60999,33401
16509,1728,Great Britain,60999, 
16510,1729,Great Britain,60608,35114
16511,1728,Great Britain,60608,34299
16512,1729,Great Britain,60999,21199
16513,1729,Great Britain,60608,35114
16514,1729,Great Britain,60999,33799
16515,1729,Great Britain,60999,35114
16516,1729,Great Britain,60999,41208
16517,1729,Great Britain,60999,35114
16518,1728,Great Britain,60999,34299
16519,1728,Great Britain,60999,35199
16520,1728,Great Britain,60999,35114
16521,1729,Great Britain,60499,35114
16522,1729,Great Britain,60999,35114
16523,1729,Great Britain,60999,35114
16524,1729,Great Britain,60999,35114
16525,1728,Great Britain,60499,35114
16526,1729,Great Britain,60999,35114
16527,1729,Great Britain,60605,34299
16528,1728,Great Britain,60999,33601
16529,1728,Great Britain,60999,35114
16530,1729,Great Britain,60999,35114
16531,1729,Great Britain,60999,34299
16532,1728,Great Britain,60999,21302
16533,1729,Great Britain,60999,35114
16534,1729,Great Britain,60605, 
16535,1728,Great Britain,60999,34299
16536,1729,Great Britain,60999,34299
16537,1729,Great Britain,60999,35114
16538,1729,Great Britain,60999,31199
16539,1729,Great Britain,60499,35114
16540,1728,Great Britain,60999,21302
16541,1729,Great Britain,60999,35114
16542,1728,Great Britain,60999,34299
16543,1728,Great Britain,60201,34299
16544,1729,Great Britain,60608,35114
16545,1729,Great Britain,60499,35114
16546,1729,Great Britain,60999, 
16547,1730,Great Britain,60408,35199
16548,1730,Great Britain,60605,35199
16549,1729,Great Britain,60999,35114
16550,1730,Great Britain,60605,35114
16551,1730,Great Britain,60408,35114
16552,1730,Great Britain,60408,35114
16553,1730,Great Britain,60605,33599
16554,1729,Great Britain,60799,35114
16555,1730,Great Britain,60608,34299
16556,1729,Great Britain,60999,34299
16557,1729,Great Britain,60999,35199
16558,1730,Great Britain,60605,21111
16559,1730,Great Britain,60605,35199
16560,1730,Great Britain,60799,35199
16561,1729,Great Britain,60608,33599
16562,1730,Great Britain,60999,35199
16563,1729,Great Britain,60608,35114
16564,1730,Great Britain,60605,21302
16565,1730,Great Britain,60999,34299
16566,1729,Great Britain,60999,35114
16567,1730,Great Britain,60408,35199
16568,1729,Great Britain,60699,34299
16569,1730,Great Britain,60408,35199
16570,1729,Great Britain,60999,33599
16571,1730,Great Britain,60999,33599
16572,1729,Great Britain,60999,35199
16573,1729,Great Britain,60699,35114
16574,1729,Great Britain,60999,34299
16576,1729,Great Britain,60499,35114
16577,1730,Great Britain,60408,35199
16578,1729,Great Britain,60999,35114
16579,1730,Great Britain,60999,35199
16580,1729,Great Britain,60999,35199
16581,1729,Great Britain,60999,35114
16582,1729,Great Britain,60999,33401
16583,1729,Great Britain,60999,35199
16584,1730,Great Britain,60605,35199
16585,1730,Great Britain,60799,34299
16586,1730,Great Britain,60408,35114
16587,1730,Great Britain,60499,35114
16588,1730,Great Britain,60999,34299
16589,1730,Great Britain,60799,35199
16590,1730,Great Britain,60108,35199
16591,1729,Great Britain,60499,35114
16592,1729,Great Britain,60220,34299
16593,1729,Great Britain,60608,34299
16594,1730,Great Britain,60605,35199
16595,1713,Great Britain,60499,35114
16601,1730,Great Britain,60408,35199
16602,1730,Great Britain,60799,21302
16603,1731,Great Britain,60999,35199
16604,1731,Great Britain,60999,21199
16605,1730,Great Britain,60999,34299
16606,1730,Great Britain,60999,35199
16607,1730,Great Britain,60605,33401
16608,1731,Great Britain,60999,35199
16609,1730,Great Britain,60499,35199
16610,1730,Great Britain,60208,35199
16611,1731,Great Britain,60999,31299
16612,1731,Great Britain,60724,35199
16613,1730,Great Britain,60724,35199
16614,1730,Great Britain,60499,35199
16615,1731,Great Britain,60605,35199
16616,1731,Great Britain,60499,35199
16617,1730,Great Britain,60599,35199
16618,1730,Great Britain,60608,35199
16619,1731,Great Britain,60408,35199
16620,1731,Great Britain,60999,33599
16621,1730,Great Britain,60605,34299
16622,1731,Great Britain,60605,21199
16623,1730,Great Britain,60799,35199
16624,1731,Great Britain,60999,35199
16625,1731,Great Britain,60999,35199
16626,1731,Great Britain,60605,21302
16628,1731,Great Britain,60699,21107
16629,1731,Great Britain,60699,21199
16630,1730,Great Britain,60408,35199
16631,1731,Great Britain,60605,35199
16632,1731,Great Britain,60999,34299
16633,1731,U.S.A.,60999,20699
16634,1730,Great Britain,60999,35199
16635,1731,Great Britain,60408,35199
16636,1731,Great Britain,60408,35199
16637,1730,Great Britain,60605,35199
16638,1731,Great Britain,60608,34299
16639,1730,Great Britain,60408,35199
16640,1730,Great Britain,60999,35199
16641,1731,Great Britain,60408,35199
16642,1731,Great Britain,60711,21302
16643,1731,Great Britain,60999,21302
16644,1731,Great Britain,60208,35199
16645,1731,Great Britain,60208,35199
16646,1730,Great Britain,60999,35199
16647,1730,Great Britain,60999,35199
16648,1731,Great Britain,60108,21302
16649,1731,Great Britain,60999,35199
16650,1731,Great Britain,60608,21302
16651,1731,Great Britain,60408,35199
16652,1731,Great Britain,60999, 
16653,1732,Great Britain,60608,21302
16654,1732,Great Britain,60412,35199
16655,1732,Great Britain,60608,21302
16656,1731,Great Britain,60999,35199
16657,1731,Great Britain,60999,33599
16658,1731,Great Britain,60999,35199
16659,1731,Great Britain,60605,21302
16660,1732,Great Britain,60799,21111
16661,1732,Great Britain,60999,35199
16662,1731,Great Britain,60724,35199
16663,1732,Great Britain,60999,35199
16664,1731,Great Britain,60999,33599
16665,1732,Great Britain,60605,21109
16666,1732,Great Britain,60608,35199
16667,1732,Great Britain,60999,34299
16668,1732,Great Britain,60622,21111
16669,1732,Great Britain,60999,35199
16670,1732,Great Britain,60608,35199
16671,1732,Great Britain,60999,35199
16672,1732,Great Britain,60622,35199
16673,1731,Great Britain,60999,35199
16674,1732,Great Britain,60108,35199
16675,1731,Great Britain,60999,35199
16676,1732,Great Britain,60412,35199
16677,1732,Great Britain,60605,21111
16678,1732,Great Britain,60999,35199
16679,1732,Great Britain,60999,35199
16680,1732,Great Britain,60999,35199
16681,1731,Great Britain,60999,35199
16682,1731,Great Britain,60408,35199
16683,1731,Great Britain,60999,33599
16684,1732,Great Britain,60999,35199
16685,1732,Great Britain,60605,35199
16686,1732,Great Britain,60999,34299
16687,1731,Great Britain,60999,35199
16688,1732,Great Britain,60999,35199
16689,1731,Great Britain,60999, 
16690,1732,Great Britain,60999,35199
16691,1732,Great Britain,60999,35199
16692,1731,Great Britain,60605,35199
16693,1731,Great Britain,60999,35199
16694,1732,Great Britain,60999,35199
16695,1732,Great Britain,60412,35199
16696,1732,Great Britain,60608,21302
16697,1731,Great Britain,60999,35199
16698,1732,Great Britain,60999,35199
16699,1731,Great Britain,60999,35199
16700,1732,Great Britain,60999,35199
16701,1732,Great Britain,60999,35199
16702,1733,Great Britain,60999,21302
16703,1733,Great Britain,60999,35199
16704,1732,Great Britain,60605,35199
16705,1733,Great Britain,60999,35199
16706,1733,Great Britain,60999,35199
16707,1732,Great Britain,60999,21302
16708,1732,Great Britain,60408,35199
16709,1732,Great Britain,60999,35199
16710,1733,Great Britain,60608,21302
16711,1732,Great Britain,60999,35199
16712,1732,Great Britain,60999,35199
16713,1733,Great Britain,60724,21111
16714,1733,Great Britain,60999,35199
16715,1733,Great Britain,60999,21302
16716,1733,Great Britain,60408,33601
16717,1733,Great Britain,60725,35199
16718,1732,Great Britain,60999,35199
16720,1732,Great Britain,60999,35199
16721,1733,Great Britain,60608,21111
16722,1733,Great Britain,60608,21111
16723,1732,Great Britain,60999,21302
16724,1732,Great Britain,60605,34299
16725,1733,Great Britain,60999,35199
16727,1733,Great Britain,60724,21399
16728,1733,Great Britain,60999,21111
16729,1733,Great Britain,60999,21107
16730,1733,Great Britain,60725,33599
16731,1733,Great Britain,60999,21107
16732,1732,Great Britain,60408,35199
16733,1732,Great Britain,60999,35199
16734,1732,Great Britain,60605,35199
16735,1732,Great Britain,60999, 
16736,1733,Great Britain,60408,35199
16737,1733,Great Britain,60999,34299
16738,1733,Great Britain,60999,35199
16739,1733,Great Britain,60605,21199
16740,1733,Great Britain,60725,21399
16741,1732,Great Britain,60408,35199
16742,1732,Great Britain,60408,35199
16743,1732,Great Britain,60999,34299
16744,1733,Great Britain,60999,35199
16745,1733,Great Britain,60999,21302
16746,1733,Great Britain,60711,21302
16748,1733,Great Britain,60999,35199
16749,1734,Great Britain,60699,10104
16750,1732,Great Britain,60999,35199
16751,1732,Great Britain,60999,35199
16752,1734,Great Britain,60608,21302
16753,1734,Great Britain,60999,21111
16754,1734,Great Britain,60726,21006
16755,1733,Great Britain,60999,35199
16756,1734,Great Britain,60999,21199
16757,1734,Great Britain,60799,21111
16758,1734,Great Britain,60799,60673
16759,1734,Great Britain,60999,21199
16760,1733,Great Britain,60999,21302
16761,1734,Great Britain,60999,35199
16762,1734,Great Britain,60999,35199
16763,1734,Great Britain,60501, 
16764,1734,Great Britain,60999,34299
16765,1734,Great Britain,60999,21103
16766,1734,Great Britain,60499,35199
16767,1733,Great Britain,60999, 
16768,1734,Great Britain,60799,35199
16769,1734,Great Britain,60999,34299
16770,1734,Great Britain,60999,35199
16771,1734,Great Britain,60799,21302
16773,1733,Great Britain,60999,21302
16774,1733,Great Britain,60999,35199
16775,1733,Great Britain,60108,21302
16776,1734,Great Britain,60605,34299
16778,1733,Great Britain,60799,35199
16779,1733,Great Britain,60999,35199
16780,1735,Great Britain,60999,21107
16781,1734,Great Britain,60108,21302
16782,1734,Great Britain,60999,35199
16784,1735,Great Britain,60999,21111
16785,1735,Great Britain,60799,21111
16786,1734,Great Britain,60999,35199
16787,1735,Great Britain,60499,21302
16788,1735,Great Britain,60608,21111
16789,1734,Great Britain,60999,21099
16790,1734,Great Britain,60999,21302
16791,1735,Great Britain,60999,21302
16792,1734,Great Britain,60999,35199
16793,1734,Great Britain,60999,35199
16794,1735,Great Britain,60999,34299
16795,1735,Great Britain,60605,21111
16796,1735,Great Britain,60108,21107
16797,1734,Great Britain,60999,35199
16798,1735,Great Britain,60999,35199
16799,1734,Great Britain,60999,35199
16800,1735,Great Britain,60408,35199
16801,1735,Great Britain,60999,35199
16802,1735,Great Britain,60799,21302
16803,1735,Great Britain,60799,21302
16804,1734,Great Britain,60999,35199
16805,1735,Great Britain,60999,35199
16806,1735,Great Britain,60999,21302
16807,1735,Great Britain,60999,35199
16808,1734,Great Britain,60108,21302
16809,1734,Great Britain,60999,34299
16811,1735,Great Britain,60999,33401
16812,1734,Great Britain,60999,35199
16813,1734,Great Britain,60999,35199
16814,1735,Great Britain,60999,21302
16815,1736,Great Britain,60699,21302
16816,1736,Great Britain,60605,21103
16817,1735,Great Britain,60799,21302
16818,1736,Great Britain,60999,21111
16819,1736,Great Britain,60711,21108
16820,1736,Great Britain,60999,35199
16821,1736,Great Britain,60608,33599
16822,1735,Great Britain,60605,35199
16823,1736,Great Britain,60999,21003
16824,1735,Great Britain,60999,33599
16825,1735,Great Britain,60999,35199
16826,1736,Great Britain,60999,21107
16827,1735,Great Britain,60999, 
16828,1736,Great Britain,60999,35199
16829,1736,Great Britain,60999,35199
16830,1735,Great Britain,60999,33599
16831,1736,Great Britain,60999,35199
16832,1736,Great Britain,60799,21302
16833,1735,Great Britain,60999,35199
16834,1736,Great Britain,60499,35199
16835,1735,Great Britain,60999,35199
16836,1735,Great Britain,60999,33599
16837,1736,Great Britain,60724,21302
16838,1736,Great Britain,60608,21111
16839,1736,Great Britain,60999,33599
16840,1736,Great Britain,60799,21302
16842,1736,Great Britain,60724,21302
16843,1736,Great Britain,60999,21111
16844,1736,Great Britain,60999,21111
16845,1737,Great Britain,60799,21302
16846,1736,Great Britain,60605,21111
16847,1737,Great Britain,60999,35199
16848,1737,Great Britain,60999,35199
16849,1737,Great Britain,60999,35199
16850,1737,Great Britain,60799,21111
16851,1736,Great Britain,60999,35199
16852,1737,Great Britain,60999,33599
16853,1736,Great Britain,60999,34299
16854,1737,Great Britain,60999,35199
16855,1737,Great Britain,60999,35199
16856,1736,Great Britain,60999,33599
16857,1736,Great Britain,60999,33601
16858,1737,Great Britain,60999,21107
16859,1737,Great Britain,60999,21111
16860,1737,Great Britain,60999,35199
16861,1736,Great Britain, ,35199
16862,1737,Great Britain,60999, 
16863,1737,Great Britain,60711,35199
16864,1737,Great Britain,60999,35199
16865,1737,Great Britain,60799,21302
16866,1737,Great Britain,60999,35199
16867,1737,Great Britain,60999,35199
16868,1737,Great Britain,60999,35199
16869,1736,Great Britain,60999,33599
16870,1737,Great Britain,60711,21302
16871,1737,Great Britain,60999,35199
16872,1736,Great Britain,60999,35199
16873,1737,Great Britain,60605,33599
16874,1737,Great Britain,60999,33401
16875,1737,Great Britain,60999,35199
16876,1736,Great Britain,60999, 
16877,1737,Great Britain,60999,33599
16878,1737,Great Britain,60999,35199
16879,1738,Great Britain,60999,21302
16880,1737,Great Britain,60999,33599
16881,1737,Great Britain,60799,33599
16882,1738,Great Britain,60999,35199
16883,1737,Great Britain,60799,35199
16884,1738,U.S.A.,60999,21111
16885,1737,Great Britain,60999,35199
16886,1737,Great Britain,60999,33601
16887,1737,Great Britain,60999,35199
16888,1738,Great Britain,60999,35199
16889,1738,Great Britain,60999,35199
16890,1738,Great Britain,60999,35199
16891,1738,Great Britain,60999,21099
16892,1738,Great Britain,60999,33599
16893,1737,Great Britain,60999,35199
16894,1738,Great Britain,60999,33599
16895,1738,Great Britain,60999,35199
16896,1737,Great Britain,60999,35199
16897,1737,Great Britain,60999,35199
16898,1737,Great Britain,60608,35199
16899,1738,Great Britain,60999,35199
16900,1737,Great Britain,60999,35199
16901,1738,Great Britain,60999,35199
16902,1737,Great Britain,60999, 
16903,1737,Great Britain,60799,35199
16904,1737,Great Britain,60999,35199
16905,1737,Great Britain,60799,35199
16906,1738,Great Britain,60999,33599
16907,1737,Great Britain,60711,33599
16908,1737,Great Britain,60999,35199
16909,1737,Great Britain,60999,33599
16910,1738,Great Britain,60408,35199
16911,1738,Great Britain,60499,33599
16912,1737,Great Britain,60408,35199
16913,1738,Great Britain,60999,35199
16914,1737,Great Britain,60699,35199
16915,1738,Great Britain,60499,33799
16916,1737,Great Britain,60999, 
16917,1737,Great Britain,60999, 
16919,1738,Great Britain,60999,21302
16920,1738,Great Britain,60799,21302
16921,1737,Great Britain,60999,35199
16922,1737,Great Britain,60999,35199
16923,1737,Great Britain,60999,35199
16924,1737,Great Britain,60399,35199
16925,1739,Great Britain,60608,21302
16926,1739,Great Britain,60999,32150
16927,1739,Great Britain,60799,33401
16928,1738,Great Britain,60999,35199
16929,1738,Great Britain,60999,33401
16930,1739,Great Britain,60725,33599
16931,1740,Great Britain,60608,35199
16932,1739,Great Britain,60725,35199
16933,1739,Great Britain,60999,35199
16935,1739,Great Britain,60999,35199
16936,1739,Great Britain,60999,21111
16937,1739,Great Britain,60999,21199
16938,1739,Great Britain,60999,33599
16939,1739,Great Britain,60999,33599
16940,1739,Great Britain,60999,35199
16941,1738,Great Britain,60999, 
16942,1739,Great Britain,60999,33599
16943,1739,Great Britain,60999,35199
16944,1739,Great Britain,60999,35199
16945,1738,Great Britain,60999,35199
16946,1739,Great Britain,60999,33599
16947,1739,Great Britain,60711,35199
16948,1738,Great Britain,60999,35199
16949,1739,Great Britain,60999,33599
16950,1739,Great Britain,60605,21302
16951,1739,Great Britain,60499,35199
16952,1739,Great Britain,60699,34299
16953,1738,Great Britain,60999,35199
16954,1739,Great Britain,60999,35199
16955,1739,Great Britain,60999,33599
16956,1738,Great Britain,60999,33599
16957,1738,Great Britain,60999,21199
16958,1739,Great Britain,60999,21302
16959,1739,Great Britain,60605,33401
16960,1739,Great Britain,60999,35199
16961,1739,Great Britain,60999,35199
16962,1739,Great Britain,60711,33599
16963,1740,Great Britain,60725,21302
16964,1738,Great Britain,60999, 
16965,1739,Great Britain,60499,33599
16966,1739,Great Britain,60608,21302
16967,1739,Great Britain,60999,21111
16968,1739,Great Britain,60999,34299
16969,1738,Great Britain,60999, 
16971,1739,Great Britain,60999,33599
16972,1739,Great Britain,60724,21302
16973,1738,Great Britain,60999,21302
16974,1739,Great Britain,60999,35199
16976,1738,Great Britain,60999,33599
16977,1739,Great Britain,60999,33401
16978,1740,Great Britain,60608,21302
16979,1740,Great Britain,60999,33401
16980,1740,Great Britain,60605,33599
16981,1740,Great Britain,60999,35199
16982,1740,Great Britain,60999,33599
16983,1740,Great Britain,60999,35199
16984,1740,Great Britain,60699,21111
16985,1740,Great Britain,60999,35199
16986,1739,Great Britain,60999,34299
16987,1740,Great Britain,60999,21111
16988,1740,Great Britain,60608,21099
16989,1739,Great Britain,60999,35199
16990,1740,Great Britain,60999,35199
16991,1740,Great Britain,60608,21003
16992,1740,Great Britain,60725,35199
16993,1740,Great Britain,60999,34299
16994,1739,Great Britain,60999,35199
16995,1739,Great Britain,60999,34299
16996,1740,Great Britain,60608,21111
16997,1740,Great Britain,60999,21302
16998,1740,Great Britain,60799,33599
16999,1740,Great Britain,60999,33599
17000,1740,Great Britain,60605,21111
17001,1740,Great Britain,60999,33599
17002,1740,Great Britain,60999,34299
17005,1740,Great Britain,60999,21302
17006,1740,Great Britain,60725,34299
17007,1740,Great Britain,60999,33599
17009,1740,Great Britain,60605,21111
17010,1740,Great Britain,60999,35199
17011,1740,Great Britain,60999,35199
17012,1741,Great Britain,60999,34299
17013,1741,Great Britain,60999,35199
17014,1741,Great Britain,60999,34299
17015,1741,Great Britain,60999,34299
17016,1740,Great Britain,60608,35199
17017,1740,Great Britain,60999,33599
17018,1740,Great Britain,60999, 
17019,1740,Great Britain,60999,35199
17020,1740,Great Britain,60999,35199
17021,1741,Great Britain,60220,35199
17022,1740,Great Britain,60999,35199
17023,1741,Great Britain,60999,21109
17024,1741,Great Britain,60608,21109
17025,1741,Great Britain,60999,35199
17026,1741,Great Britain,60999,35199
17027,1740,Great Britain,60999,34299
17028,1741,Great Britain,60999,34299
17029,1740,Great Britain,60999,33599
17030,1741,Great Britain,60999,34299
17031,1741,Great Britain,60999,21099
17032,1741,Great Britain,60999,33401
17033,1741,Great Britain,60608,34299
17034,1741,Great Britain,60608,21111
17035,1741,Great Britain,60220,35199
17036,1741,Great Britain,60220,35199
17037,1742,Great Britain,60605,21111
17038,1741,Great Britain,60999,33401
17039,1741,Great Britain,60999,35199
17040,1741,Great Britain,60999,33599
17041,1742,Great Britain,60999,35199
17042,1741,Great Britain,60605,33401
17043,1742,Great Britain,60608,35114
17044,1741,Great Britain,60999,34299
17045,1741,Great Britain,60999,34299
17046,1742,Great Britain,60999,35114
17047,1742,Great Britain,60608,21109
17048,1742,Great Britain,60605,33599
17049,1741,Great Britain,60999,33599
17050,1741,Great Britain,60999,33599
17051,1741,Great Britain,60605,35199
17052,1741,Great Britain,60999,33599
17053,1741,Great Britain,60999,35199
17054,1741,Great Britain,60999,34299
17055,1742,Great Britain,60499,35199
17056,1742,Great Britain,60608,21099
17057,1742,Great Britain,60499,35114
