VOYAGEID,YEARAM,NATINIMP,MJBYPTIMP,MJSLPTIMP
83282,1800,Great Britain,60412,35304
83283,1800,U.S.A., ,32240
83285,1803,Great Britain,60608,34599
83287,1804,Great Britain,60999,36201
83289,1796,Great Britain,60499,35114
83290,1801,Great Britain,60499,35304
83293,1799,Great Britain, , 
83294,1805,Great Britain,60799,42002
83296,1788,Great Britain,60499,34499
83299,1782,Great Britain,60515,35114
83301,1795,Great Britain,60499,34299
83302,1802,Great Britain,60499,35304
83303,1803,Great Britain,60412, 
83304,1805,Great Britain,60605,35114
83305,1807,Great Britain,60605,35111
83311,1787,Great Britain,60608,34499
83312,1789,Great Britain,60608,34499
83313,1791,Great Britain,60302,35114
83314,1792,Great Britain,60302,34399
83316,1798,Great Britain,60725,35114
83317,1800,Great Britain,60725,35114
83318,1802,Great Britain,60999,34599
83319,1805,Great Britain,60717,21302
83320,1805,Great Britain, , 
83321,1801,Great Britain,60213,35304
83322,1803,Great Britain,60999,33599
83323,1804,Great Britain,60999,35114
83324,1805,Great Britain,60717,34599
83325,1807,Great Britain,60605,35114
83328,1783,Great Britain, , 
83336,1792,Great Britain,60510,35107
83337,1793,Great Britain,60510,35103
83338,1799,Great Britain,60499,35104
83339,1802,Great Britain,60605,35107
83340,1803,Great Britain,60499,35107
83341,1805,Great Britain,60499,35199
83343,1786,Great Britain,60108,34299
83344,1791,Great Britain,60999,35199
83347,1806,Great Britain,60903,21302
83348,1808,Great Britain,60609,36199
83350,1797,Great Britain,60202,35304
83351,1790,Great Britain,60608,33899
83352,1792,Great Britain,60608,35199
83353,1794,Great Britain,60608,35114
83357,1795,Great Britain,60605,35114
83358,1796,Great Britain,60703,33299
83359,1798,Great Britain,60620,35304
83361,1800,Great Britain,60620,33401
83362,1783,Great Britain,60605,37020
83363,1784,Great Britain,60605,37020
83364,1784,Great Britain,60605,33899
83365,1787,Great Britain,60608,33899
83366,1790,Great Britain,60605,35107
83369,1798,Great Britain,60799,35304
83370,1802,Great Britain,60999,31312
83371,1803,Great Britain,60799,35114
83372,1805,Great Britain,60717,32240
83373,1807,Great Britain,60799,35114
83374,1800,Great Britain,60499,35304
83375,1801,Great Britain,60499,35304
83376,1802,Great Britain,60499,35304
83377,1803,Great Britain,60999,32240
83378,1804,Great Britain,60620,32240
83379,1805,Great Britain,60999,37020
83380,1805,Great Britain, , 
83385,1800,Great Britain,60622,34599
83386,1801,Great Britain,60622,34599
83387,1802,Great Britain,60608,37020
83388,1803,Great Britain,60608,36201
83389,1796,Great Britain,60703,33899
83390,1797,Great Britain,60799,34299
83391,1799,Great Britain,60799,36199
83392,1800,Great Britain,60799,35114
83396,1804,Great Britain,60608,34601
83397,1783,Great Britain,60608,35107
83398,1784,Great Britain,60699,35114
83399,1786,Great Britain,60916,33599
83400,1788,Great Britain,60302,34499
83401,1790,Great Britain,60999,35114
83402,1792,Great Britain,60306,35199
83403,1794,Great Britain, , 
83406,1781,Great Britain,60412,35114
83407,1781,Great Britain,60999, 
83408,1807,Great Britain,60605,35114
83409,1784,Great Britain,60408,35114
83410,1783,Great Britain,60605,35114
83411,1785,Great Britain,60605,35114
83413,1782,Great Britain,60609,36199
83426,1800,Great Britain,60605,35114
83427,1802,Great Britain,60608,37010
83428,1806,Great Britain,60999,34599
83429,1808,Great Britain,60608,32240
83430,1799,Great Britain,60799,34499
83432,1807,U.S.A.,60717,21302
83436,1806,Great Britain,60620,33299
83437,1808,Great Britain,60620,35107
83439,1804,U.S.A.,60717,21302
83440,1806,U.S.A.,60717,21302
83442,1806,U.S.A.,60118,42002
83447,1782,Great Britain,60412,35114
83448,1783,Great Britain,60799,33299
83453,1798,Great Britain,60220,34399
83454,1784,Great Britain,60799,35114
83455,1803,Great Britain,60610,34499
83459,1799,Great Britain,60799,34499
83460,1805,Great Britain,60799,33401
83461,1783,Great Britain,60799,35114
83463,1796,Great Britain,60799,33401
83464,1797,Great Britain,60999,37010
83465,1797,Great Britain, , 
83466,1803,Great Britain,60412,31312
83467,1804,Great Britain,60499, 
83474,1781,Great Britain,60999, 
83475,1788,Great Britain,60999,33899
83476,1789,Great Britain,60210,33899
83477,1790,Great Britain,60108,33899
83478,1790,Great Britain,60999,33899
83479,1791,Great Britain, , 
83480,1805,Great Britain,60213,35304
83481,1806,Great Britain,60302,34299
83487,1791,Great Britain,60603,34499
83489,1796,Great Britain,60220, 
83490,1800,Great Britain, , 
83491,1805,Great Britain,60608,32240
83492,1805,Great Britain, , 
83494,1794,Great Britain, , 
83495,1798,Great Britain, , 
83496,1801,Great Britain,60499,32240
83497,1803,Great Britain,60220,35304
83501,1782,Great Britain,60799,36403
83502,1794,Great Britain,60212,35114
83506,1780,Great Britain, , 
83507,1791,Great Britain,60412,35199
83508,1792,Great Britain,60799,33599
83509,1795,Great Britain,60599,31312
83510,1796,Great Britain,60210,35304
83511,1798,Great Britain,60699,35114
83512,1798,Great Britain, , 
83513,1798,Great Britain,60605,35107
83514,1799,Great Britain,60605,35104
83515,1800,Great Britain,60605,35114
83516,1801,Great Britain,60605,35114
83517,1802,Great Britain,60605,35114
83518,1803,Great Britain,60605,35107
83519,1803,Great Britain,60605,36201
83520,1804,Great Britain,60609,35114
83521,1805,Great Britain,60517,35304
83522,1805,Great Britain, , 
83523,1799,Great Britain,60725,35114
83524,1800,Great Britain,60799,35114
83525,1801,Great Britain,60999,32240
83526,1802,Great Britain,60724,31312
83527,1804,Great Britain,60724,21601
83528,1805,Great Britain,60724,42002
83529,1806,Great Britain,60717,33899
83537,1788,Great Britain,60999,34499
83538,1790,Great Britain,60999,35199
83539,1791,Great Britain,60501,34499
83540,1792,Great Britain,60799,34499
83541,1793,Great Britain,60999,37010
83542,1787,Great Britain,60604,34499
83549,1788,Great Britain,60799,35299
83550,1789,Great Britain,60703,33899
83551,1790,Great Britain,60703,34499
83552,1791,Great Britain,60703,34499
83553,1792,Great Britain,60799,35199
83554,1793,Great Britain, , 
83555,1800,Great Britain,60717,35114
83556,1800,Great Britain,60799,35114
83557,1802,Great Britain,60725,35114
83558,1805,Great Britain,60724,36301
83559,1802,Great Britain,60605,21302
83560,1803,Great Britain,60799,21401
83562,1786,Great Britain,60605, 
83563,1784,Great Britain,60306,35107
83564,1785,Great Britain,60108,21302
83565,1805,Great Britain,60724,42002
83572,1795,Great Britain, , 
83574,1803,Great Britain,60605,34599
83575,1807,Great Britain,60717,21301
83576,1794,Great Britain,60412,34499
83577,1792,Great Britain,60408,35199
83578,1803,Great Britain,60999,37020
83581,1800,Great Britain,60412,36199
83582,1801,Great Britain,60412,35304
83583,1785,Great Britain,60306, 
83584,1793,Great Britain,60499,35199
83585,1796,Great Britain,60306,35299
83586,1796,Great Britain, , 
83587,1805,Great Britain,60499,35305
83588,1806,Great Britain,60412,33401
83591,1796,Great Britain,60717,34299
83592,1785,Great Britain,60916, 
83593,1783,Great Britain,60799,31199
83594,1781,Great Britain,60999,33899
83595,1785,Great Britain,60412,35199
83596,1786,Great Britain,60499,34499
83597,1789,Great Britain,60332,34499
83598,1791,Great Britain,60605,35107
83599,1792,Great Britain,60605,35107
83600,1794,Great Britain,60799,35199
83601,1797,Great Britain,60412,35304
83602,1797,Great Britain, , 
83603,1803,Great Britain,60499,35304
83604,1807,Great Britain,60499,35114
83612,1788,Great Britain,60412,34299
83613,1790,Great Britain,60412,35114
83614,1790,Great Britain,60605, 
83615,1789,Great Britain,60999,33899
83616,1792,Great Britain,60306,34399
83617,1793,Great Britain,60699,35114
83618,1794,Great Britain,60799,35114
83619,1795,Great Britain,60799,31312
83620,1796,Great Britain,60999,36201
83621,1799,Great Britain, , 
83622,1782,Great Britain,60605,34199
83623,1783,Great Britain,60605,33899
83624,1784,Great Britain,60605,35114
83626,1783,Great Britain,60699,35107
83627,1792,Great Britain,60499,35199
83628,1794,Great Britain,60309,34299
83629,1807,Great Britain,60799,37020
83630,1803,Great Britain,60609,31312
83631,1804,Great Britain,60999,31312
83632,1807,Great Britain,60717,35304
83633,1791,Great Britain,60108,34499
83634,1782,Great Britain,60999,34199
83635,1784,Great Britain,60799, 
83636,1784,Great Britain,60499,21302
83640,1796,Great Britain,60412,42002
83641,1796,Great Britain,60412, 
83642,1797,Great Britain,60799,37010
83643,1799,Great Britain,60799,37010
83644,1800,Great Britain,60799,37010
83645,1802,Great Britain,60799,35299
83646,1794,Great Britain, , 
83647,1791,Great Britain, , 
83648,1793,Great Britain,60408,35114
83649,1806,Great Britain,60412,35114
83650,1807,Great Britain,60412,35114
83653,1792,Great Britain, , 
83655,1802,Great Britain,60799,36201
83656,1804,Great Britain, , 
83657,1780,Great Britain,60999,33599
83658,1800,Great Britain,60306,35114
83659,1781,Great Britain,60499,33299
83660,1798,Great Britain,60717,34499
83661,1805,Great Britain,60321,36199
83662,1806,Great Britain,60620,36201
83663,1797,Great Britain,60412,37010
83664,1799,Great Britain,60412,34601
83665,1787,Great Britain,60609,33899
83670,1798,Great Britain,60799,36301
83672,1806,Great Britain,60499,21302
83676,1780,Great Britain,60999,36403
83677,1784,Great Britain, , 
83678,1793,Great Britain,60108,34499
83679,1794,Great Britain,60108,34299
83680,1795,Great Britain,60210, 
83681,1804,Great Britain,60999,31312
83682,1805,Great Britain,60799,35114
83685,1795,Great Britain, , 
83686,1795,Great Britain, , 
83688,1796,Great Britain,60916,34299
83689,1799,Great Britain,60220,34499
83690,1799,Great Britain,60725,35114
83700,1792,Great Britain,60499,34399
83701,1793,Great Britain,60408,34399
83702,1792,Great Britain,60999, 
83703,1801,Great Britain,60799,35299
83704,1802,Great Britain,60799,37010
83705,1803,Great Britain,60711,34299
83706,1793,Great Britain,60799,35114
83707,1785,Great Britain,60608,34499
83708,1786,Great Britain,60608,33899
83709,1788,Great Britain,60608,33899
83710,1788,Great Britain, , 
83711,1797,Great Britain,60699,35114
83712,1796,Great Britain,60724,36199
83713,1797,Great Britain,60605,34399
83714,1798,Great Britain, , 
83715,1799,Great Britain, , 
83721,1781,Great Britain,60201,32150
83722,1782,Great Britain,60799,35114
83723,1783,Great Britain,60799,35199
83724,1784,Great Britain,60699,35114
83725,1787,Great Britain,60501,33899
83726,1788,Great Britain,60501,35599
83727,1807,Great Britain,60717,21302
83729,1799,Great Britain,60799,33599
83730,1780,Great Britain,60210, 
83731,1783,Great Britain,60999,33401
83732,1784,Great Britain,60799,34599
83733,1785,Great Britain,60605,37020
83736,1803,Great Britain,60220,35114
83737,1805,Great Britain,60999,36201
83738,1799,Great Britain,60412,34399
83739,1801,Great Britain,60515,35304
83740,1801,Great Britain,60499,34399
83741,1803,Great Britain,60499,34599
83742,1804,Great Britain,60499,32240
83743,1805,Great Britain,60499,32240
83744,1807,Great Britain,60202,34599
83745,1784,Great Britain,60408,35103
83746,1786,Great Britain,60499,35199
83747,1806,Great Britain,60605,35114
83748,1808,Great Britain,60711,34299
83752,1783,Great Britain,60622,31312
83753,1784,Great Britain,60622,33899
83754,1785,Great Britain,60622,33899
83755,1788,Great Britain,60599,33899
83757,1791,Great Britain,60605,35199
83758,1792,Great Britain,60605,35114
83759,1794,Great Britain,60799,35114
83760,1795,Great Britain,60799,35114
83761,1797,Great Britain,60799,35114
83762,1798,Great Britain,60799,35304
83763,1800,Great Britain,60412,35304
83764,1802,Great Britain,60605,32240
83765,1803,Great Britain,60605,34599
83766,1804,Great Britain,60999,31312
83767,1806,Great Britain,60213,35304
83768,1807,Great Britain,60916,35304
83777,1799,Great Britain,60605,35199
83778,1801,Great Britain,60605,35114
83779,1802,Great Britain,60605,35114
83780,1803,Great Britain,60605,35114
83781,1804,Great Britain,60605,35114
83782,1805,Great Britain,60605,35114
83783,1796,Great Britain,60724,36410
83784,1803,Great Britain,60399,34599
83785,1789,Great Britain,60499,31312
83786,1791,Great Britain,60412,31312
83787,1781,Great Britain, , 
83788,1794,Great Britain,60999,31312
83789,1793,Great Britain,60220,35107
83790,1792,Great Britain,60622,35114
83791,1796,Great Britain,60711,35114
83792,1802,Great Britain,60499,35304
83793,1803,Great Britain,60999,37020
83794,1804,Great Britain, , 
83795,1802,Great Britain,60220,34599
83796,1803,Great Britain,60999,34299
83797,1804,Great Britain,60415,31312
83799,1782,Great Britain,60999, 
83800,1784,Great Britain,60608,35114
83801,1787,Great Britain,60608,33899
83802,1797,Great Britain,60605,36199
83803,1798,Great Britain,60622,35304
83804,1805,Great Britain,60799,35114
83805,1807,Great Britain,60499,35114
83806,1806,Great Britain,60605,35107
83807,1785,Great Britain,60999, 
83808,1801,Great Britain,60412,35304
83809,1802,Great Britain,60499,35304
83812,1782,Great Britain,60999,34199
83813,1784,Great Britain,60499,35114
83814,1787,Great Britain,60599,35114
83815,1793,Great Britain,60609,34299
83816,1792,Great Britain,60717,34499
83817,1793,Great Britain,60717,37010
83818,1794,Great Britain, , 
83819,1789,Great Britain,60499,34499
83820,1791,Great Britain,60608,34499
83821,1792,Great Britain,60717,35114
83822,1793,Great Britain,60799,34499
83823,1794,Great Britain, , 
83824,1795,Great Britain,60717,35114
83825,1796,Great Britain,60999,36301
83826,1797,Great Britain,60608,37010
83827,1799,Great Britain,60717,35114
83828,1792,Great Britain,60703,34499
83829,1792,Great Britain,60999,36199
83830,1806,Great Britain,60605,35114
83831,1807,Great Britain,60622,35114
83832,1783,Great Britain,60412,35114
83833,1785,Great Britain,60412,35114
83834,1787,Great Britain, , 
83836,1800,Great Britain,60725,35114
83837,1801,Great Britain,60608,35114
83838,1802,Great Britain, , 
83841,1783,Great Britain,60999, 
83842,1801,Great Britain,60605,33899
83843,1802,Great Britain,60605,31312
83846,1805,Great Britain, , 
83847,1791,Great Britain, , 
83848,1784,Great Britain,60799,33899
83849,1798,Great Britain,60799,35304
83850,1800,Great Britain,60799,36199
83851,1803,Great Britain,60999,34299
83852,1804,Great Britain,60605,34199
83853,1806,Great Britain,60999,34601
83854,1807,Great Britain,60605,35114
83862,1801,Great Britain,60515,35114
83863,1802,Great Britain,60499,35114
83864,1803,Great Britain,60515,35114
83865,1805,Great Britain,60499,35114
83866,1807,Great Britain,60517,35114
83874,1788,Great Britain,60999,34499
83875,1799,Great Britain,60408,35114
83878,1800,Great Britain,60916,34399
83879,1801,Great Britain,60916,35304
83880,1802,Great Britain,60916,35304
83882,1802,Great Britain,60725,34299
83884,1781,Great Britain,60210,35107
83886,1799,Great Britain,60302,36199
83889,1792,Great Britain,60599,34499
83890,1792,Great Britain,60999, 
83891,1796,Great Britain, , 
83892,1794,Great Britain, , 
83893,1798,Great Britain,60620,34499
83894,1799,Great Britain,60609,36201
83897,1800,Great Britain,60404,35304
83898,1788,Great Britain,60703,31199
83899,1790,Great Britain,60499,35199
83900,1792,Great Britain,60408,35114
83901,1792,Great Britain,60408,35114
83902,1794,Great Britain,60799,35114
83903,1795,Great Britain,60499,35114
83904,1805,Great Britain,60717,32240
83905,1806,Great Britain,60717,21302
83906,1808,Great Britain,60499,35114
83909,1798,Great Britain,60799,35304
83914,1801,Great Britain,60622,34399
83915,1802,Great Britain,60999,35299
83916,1804,Great Britain,60799,35304
83918,1786,Great Britain,60499,35114
83919,1787,Great Britain,60916,34399
83920,1789,Great Britain,60999,35199
83921,1790,Great Britain,60608,34499
83922,1791,Great Britain,60608,34499
83924,1800,Great Britain,60605,35199
83925,1803,Great Britain,60408,34499
83926,1805,Great Britain,60717,33299
83927,1806,Great Britain,60605,35114
83928,1804,Great Britain,60799,32240
83929,1804,Great Britain, , 
83930,1803,Great Britain,60302,34299
83931,1803,Great Britain, , 
83934,1782,Great Britain,60999,34199
83935,1783,Great Britain,60306,33299
83936,1784,Great Britain,60622,34499
83937,1784,Great Britain,60608,34499
83938,1786,Great Britain,60622,33899
83939,1786,Great Britain,60622,34499
83940,1787,Great Britain,60622,34499
83941,1788,Great Britain,60999,34499
83942,1789,Great Britain,60622,35107
83943,1791,Great Britain,60622,35107
83944,1792,Great Britain,60699,35107
83945,1793,Great Britain,60799,34499
83946,1794,Great Britain, , 
83947,1784,Great Britain,60412,21302
83948,1785,Great Britain,60412,35114
83949,1787,Great Britain,60408,35114
83950,1788,Great Britain,60412,35199
83951,1789,Great Britain,60412,34399
83952,1790,Great Britain,60499,35199
83953,1791,Great Britain,60499,34499
83954,1792,Great Britain,60999,34399
83955,1793,Great Britain,60499,35114
83956,1794,Great Britain,60408,42002
83957,1796,Great Britain,60499,35304
83958,1797,Great Britain,60412,35304
83959,1798,Great Britain,60412,35304
83960,1799,Great Britain, , 
83961,1805,Great Britain,60605,35114
83962,1807,Great Britain,60605,35114
83965,1805,Great Britain,60999,34599
83966,1807,Great Britain,60622,35114
83967,1800,Great Britain,60799,34499
83968,1801,Great Britain,60717,35304
83969,1803,Great Britain, , 
83970,1786,Great Britain,60408, 
83972,1784,Great Britain,60408,35114
83973,1788,Great Britain,60412,34499
83974,1789,Great Britain,60609, 
83975,1781,Great Britain,60605,35114
83976,1784,Great Britain,60605,35114
83977,1784,Great Britain,60605,35114
83978,1785,Great Britain,60605,33899
83979,1787,Great Britain,60699,35114
83980,1788,Great Britain,60605,35107
83981,1789,Great Britain,60605,35107
83982,1791,Great Britain,60605,35107
83983,1792,Great Britain,60605,35107
83984,1793,Great Britain,60605,35114
83985,1794,Great Britain, , 
83989,1805,U.S.A.,60605,21302
83990,1795,Great Britain,60302,34299
83991,1786,Great Britain,60108, 
83992,1791,Great Britain,60108, 
83993,1792,Great Britain,60210,32150
83994,1791,Great Britain,60999, 
84004,1783,Great Britain,60220,33299
84005,1801,Great Britain,60799,35114
84006,1804,Great Britain,60620,34299
84007,1803,Great Britain,60499,34599
84008,1806,Great Britain,60517,32250
84009,1808,Great Britain,60517,34499
84010,1801,Great Britain,60999,35304
84015,1784,Great Britain,60699,33299
84016,1785,Great Britain,60609,33899
84018,1787,Great Britain,60608,33899
84019,1788,Great Britain,60608,34499
84020,1789,Great Britain,60499,34499
84021,1790,Great Britain,60608,34499
84022,1791,Great Britain,60608,34399
84023,1792,Great Britain,60699,34499
84024,1793,Great Britain,60608,35114
84026,1797,Great Britain,60605,35114
84027,1798,Great Britain,60605,35114
84028,1800,Great Britain,60605,35114
84029,1801,Great Britain,60605,35114
84030,1802,Great Britain,60605,35114
84031,1804,Great Britain,60605,35114
84032,1806,Great Britain,60605,35114
84033,1783,Great Britain,60999,33599
84036,1784,Great Britain,60108,21302
84038,1800,Great Britain,60622,32240
84039,1801,Great Britain,60622,32240
84040,1803,Great Britain,60999,34599
84041,1804,Great Britain,60699,32240
84042,1805,Great Britain,60725,42002
84043,1807,Great Britain,60608,35114
84046,1781,Great Britain,60499,35114
84047,1782,Great Britain,60608,35114
84048,1784,Great Britain,60608,35114
84049,1785,Great Britain,60608,33899
84050,1787,Great Britain,60608,33899
84051,1791,Great Britain,60605,33899
84052,1792,Great Britain,60605,33899
84053,1793,Great Britain,60999,33899
84054,1795,Great Britain, , 
84055,1800,Great Britain,60799,35114
84056,1799,Great Britain,60412,34399
84058,1805,Great Britain,60916,35304
84059,1806,Great Britain,60321,34299
84060,1807,Great Britain,60916,35114
84061,1805,Great Britain,60108,36199
84062,1801,Great Britain,60412,35304
84063,1803,Great Britain,60499,34399
84064,1789,Great Britain,60999,33899
84065,1790,Great Britain,60999,33899
84066,1790,Great Britain,60108,31312
84067,1791,Great Britain,60108,33899
84068,1793,Great Britain, , 
84069,1801,Great Britain,60605,32240
84070,1808,Great Britain,60605,35304
84071,1794,Great Britain,60408,80299
84072,1800,Great Britain,60799,36199
84073,1801,Great Britain,60306,35304
84074,1782,Great Britain,60916,36499
84075,1797,Great Britain,60699,35114
84076,1799,Great Britain,60699,35114
84077,1800,Great Britain,60608,32240
84078,1802,Great Britain,60608,34599
84079,1803,Great Britain,60999,37020
84082,1805,Great Britain,60605,35114
84083,1806,Great Britain,60608,32240
84087,1782,Great Britain,60510,35114
84088,1797,Great Britain,60306, 
84090,1786,Great Britain,60609,31312
84091,1787,Great Britain,60609,31312
84092,1789,Great Britain,60699,34599
84093,1790,Great Britain,60412,34599
84094,1791,Great Britain,60408,34499
84095,1793,Great Britain,60412,35114
84096,1794,Great Britain,60999,35102
84097,1799,Great Britain, , 
84098,1797,Great Britain,60999,33401
84099,1798,Great Britain,60916,34299
84100,1800,Great Britain,60507,36199
84101,1796,Great Britain,60799, 
84102,1800,Great Britain,60605,35107
84103,1802,Great Britain,60605,35114
84104,1800,Great Britain,60699,36199
84105,1801,Great Britain,60302,35304
84106,1781,Great Britain,60499,35103
84107,1789,Great Britain,60999,34499
84108,1797,U.S.A.,60220,31312
90001,1745,Great Britain,60501,35114
90002,1745,Great Britain,60608,35114
90003,1746,Great Britain,60999,34299
90004,1748,Great Britain,60605,35599
90005,1751,Great Britain,60408,35199
90006,1747,Great Britain,60999,35114
90007,1748,Great Britain,60799,35114
90008,1751,Great Britain,60605,35199
90009,1744,Great Britain,60501, 
90010,1744,Great Britain,60499,36599
90011,1745,Great Britain,60605,35114
90012,1744,Great Britain,60999,31323
90013,1738,Great Britain,60999,39002
90014,1740,Great Britain,60999,35199
90015,1744,Great Britain,60605,35114
90016,1744,Great Britain,60499,39002
90017,1740,Great Britain,60306,35199
90018,1744,Great Britain,60108, 
90019,1745,Great Britain,60108,21107
90020,1746,Great Britain,60999,34299
90021,1747,Great Britain,60999,35114
90022,1749,Great Britain,60999,34299
90023,1750,Great Britain,60605,34299
90026,1745,Great Britain,60999,35114
90028,1745,Great Britain,60999,35114
90029,1747,Great Britain,60999,35114
90030,1736,Great Britain,60999,35199
90031,1737,Great Britain,60999,33401
90032,1739,Great Britain,60605,34299
90033,1741,Great Britain,60104,35199
90034,1743,Great Britain,60605,35114
90035,1748,Great Britain,60999,35114
90036,1746,Great Britain,60999,34299
90037,1747,Great Britain,60999,35114
90038,1746,Great Britain,60999,35114
90039,1747,Great Britain,60999,35114
90040,1749,Great Britain,60608,21111
90041,1745,Great Britain,60999,80299
90042,1747,Great Britain,60999,35114
90043,1748,Great Britain,60605,33401
90044,1750,Great Britain,60605,35199
90045,1751,Great Britain,60605,35199
90046,1745,Great Britain, , 
90047,1745,Great Britain,60999,80299
90050,1754,Great Britain,60201,34299
90054,1745,Great Britain,60999,21111
90055,1747,Great Britain, , 
90056,1741,Great Britain,60999,34299
90057,1742,Great Britain,60999,33401
90058,1743,Great Britain,60999,33401
90059,1744,Great Britain,60501,34299
90060,1748,Great Britain,60999,35114
90061,1753,Great Britain,60608,34299
90062,1745,Great Britain, , 
90063,1747,Great Britain,60999,34299
90064,1747,Great Britain,60999,33401
90065,1749,Great Britain,60608,35199
90066,1751,Great Britain,60999,35199
90067,1752,Great Britain,60608,33401
90068,1754,Great Britain,60608,35114
90069,1747,Great Britain,60999,33401
90070,1748,Great Britain,60999,35114
90071,1748,Great Britain,60999,33599
90072,1750,Great Britain,60912,33599
90073,1751,Great Britain,60608,33599
90074,1752,Great Britain,60622,34299
90075,1753,Great Britain,60605,34299
90076,1747,Great Britain,60999,35114
90079,1747,Great Britain,60999,35114
90080,1748,Great Britain,60799,33599
90081,1747,Great Britain,60999,34299
90082,1749,Great Britain,60999,34299
90083,1747,Great Britain,60999,34299
90084,1749,Great Britain,60912,35199
90085,1775,Great Britain,60799,34299
90086,1747,Great Britain,60799,36499
90087,1747,Great Britain,60999,33599
90088,1749,Great Britain,60605,33599
90089,1750,Great Britain,60605,33401
90090,1752,Great Britain,60605,34299
90091,1753,Great Britain,60605,34299
90092,1773,Great Britain,60220,35199
90093,1747,Great Britain,60799,35114
90094,1752,Great Britain,60605,35114
90095,1749,Great Britain,60999,33599
90096,1747,Great Britain,60799,33599
90097,1747,Great Britain,60999,31323
90098,1747,Great Britain,60799,35114
90099,1748,Great Britain,60999,34299
90100,1748,Great Britain,60501, 
90102,1747,Great Britain,60999,35114
90103,1749,Great Britain,60605,33599
90104,1751,Great Britain,60605,33599
90105,1752,Great Britain,60605,34299
90106,1753,Great Britain,60605,34299
90107,1754,Great Britain,60605,41206
90108,1737,Great Britain,60999,39002
90109,1740,Great Britain,60999,34299
90110,1741,Great Britain,60999,34299
90111,1742,Great Britain,60999,34299
90112,1744,Great Britain,60499,34299
90113,1745,Great Britain, , 
90114,1748,Great Britain,60608, 
90115,1748,Great Britain,60999,33599
90117,1775,Great Britain,60699,33899
90118,1749,Great Britain,60108,21302
90119,1748,Great Britain,60499,35114
90120,1749,Great Britain,60108,21302
90121,1751,Great Britain,60408,35114
90122,1778,Great Britain,60999,80299
90123,1738,Great Britain,60999,34299
90124,1739,Great Britain,60999,33599
90125,1740,Great Britain,60999,33401
90126,1741,Great Britain,60999,33799
90127,1743,Great Britain,60999,35114
90128,1744,Great Britain,60608,35114
90129,1745,Great Britain,60999,34299
90130,1748,Great Britain,60999,35114
90131,1749,Great Britain,60501,33401
90132,1752,Great Britain,60412,35114
90133,1753,Great Britain,60399,35114
90134,1755,Great Britain,60399,35114
90135,1757,Great Britain, , 
90136,1748,Great Britain,60999,33401
90137,1749,Great Britain,60912,35199
90138,1751,Great Britain,60499,33299
90139,1753,Great Britain,60302,35114
90140,1755,Great Britain,60912,35114
90141,1747,Great Britain,60999,33599
90142,1744,Great Britain,60501,36199
90143,1748,Great Britain,60999,35114
90144,1749,Great Britain,60912,35199
90145,1753,Great Britain,60399,34299
90146,1754,Great Britain,60399,35114
90147,1748,Great Britain,60408,35114
90148,1751,Great Britain,60408,35114
90149,1748,Great Britain,60799,35199
90150,1750,Great Britain,60912,34299
90151,1752,Great Britain,60412,35114
90152,1753,Great Britain,60408,35114
90153,1748,Great Britain,60999,33599
90154,1750,Great Britain,60108,35199
90155,1752,Great Britain,60605,34299
90156,1753,Great Britain,60605,35114
90158,1748,Great Britain,60501,33299
90159,1751,Great Britain,60108,34299
90160,1748,Great Britain,60605,35114
90161,1750,Great Britain,60605,34299
90162,1752,Great Britain,60605,34299
90163,1748,Great Britain,60999,35114
90164,1749,Great Britain,60605,34299
90165,1751,Great Britain,60605,33401
90166,1753,Great Britain,60608,21199
90167,1755,Great Britain,60608,35114
90168,1748,Great Britain,60605,33401
90169,1750,Great Britain,60605,34299
90170,1751,Great Britain,60605,34299
90171,1752,Great Britain,60605,35114
90172,1754,Great Britain,60622,35114
90173,1755,Great Britain,60622,33599
90174,1749,Great Britain,60799,35114
90175,1748,Great Britain,60408,35114
90176,1750,Great Britain,60912,34299
90177,1752,Great Britain,60499,35114
90178,1748,Great Britain,60799,35114
90179,1750,Great Britain,60608,33599
90180,1752,Great Britain,60608,34299
90181,1753,Great Britain,60608,34299
90182,1748,Great Britain,60999,35114
90183,1750,Great Britain,60912,34299
90184,1748,Great Britain,60999,34299
90185,1750,Great Britain,60608,34299
90186,1751,Great Britain,60608,34299
90187,1752,Great Britain,60108,21111
90188,1753,Great Britain,60108,21199
90190,1739,Great Britain,60999,34299
90191,1741,Great Britain,60999,34299
90192,1742,Great Britain,60608,34299
90194,1744,Great Britain,60608,35114
90195,1747,Great Britain,60999,34299
90196,1749,Great Britain,60999,33599
90197,1751,Great Britain,60605,34299
90198,1749,Great Britain,60605,35114
90199,1750,Great Britain,60605,34299
90200,1752,Great Britain,60605,50399
90201,1779,Great Britain,60999,34299
90202,1749,Great Britain,60605,33401
90203,1750,Great Britain,60605,33401
90204,1752,Great Britain,60605,33401
90205,1753,Great Britain,60605,34299
90206,1749,Great Britain,60999,34299
90207,1750,Great Britain,60912,34299
90208,1749,Great Britain,60999,33401
90209,1749,Great Britain,60725,35114
90211,1749,Great Britain,60408,35199
90212,1750,Great Britain,60608,33599
90213,1752,Great Britain,60608,35114
90214,1749,Great Britain,60605,35114
90216,1753,Great Britain,60608,35114
90217,1755,Great Britain,60608,34299
90218,1749,Great Britain,60605,35114
90219,1749,Great Britain,60605,34299
90220,1749,Great Britain,60999,34299
90221,1750,Great Britain,60499,34299
