cve_inegi	state	municipality	year	aggr_sum	aggr_dummy	cvmr1000	menfeje1000	juxt1	juxt2	juxt3	juxt4	juxt5	juxt6	juxt7	juxt8	juxt9	juxtaposition	juxt_cvm	elect_local	elec_cvm	elect_fed	lag_neightotal	perc_tax	mpoff1000	alternancia_mun	alternancia_st	enp_mun	enp_st	center	northcenter	north	gulf	pacific	southeast	southwest
11008	"Guanajuato"	"Manuel Doblado"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.0	1	0	2.71689	2.29162	0	1	0	0	0	0	0
11009	"Guanajuato"	"Comonfort"	2007	0	0.0	0.027345939	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.99085	0.027345939	0	0	2.0702	2.29162	0	1	0	0	0	0	0
11009	"Guanajuato"	"Comonfort"	2008	0	0.0	0.0	0.013394413	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.18242	0.026788825	0	0	2.0702	2.29162	0	1	0	0	0	0	0
11009	"Guanajuato"	"Comonfort"	2009	0	0.0	0.0	0.03936491	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	4.26686	0.026243275	0	0	2.0702	2.29162	0	1	0	0	0	0	0
11009	"Guanajuato"	"Comonfort"	2010	0	0.0	0.0	0.051417846	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	5.07512	0.025708923	1	0	2.00342	2.29162	0	1	0	0	0	0	0
11009	"Guanajuato"	"Comonfort"	2011	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	4.23129	0.07555628	1	0	2.00342	2.29162	0	1	0	0	0	0	0
11009	"Guanajuato"	"Comonfort"	2012	0	0.0	0.0		0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0	5.77986	0.061681185	1	0	2.00342	2.29162	0	1	0	0	0	0	0
11010	"Guanajuato"	"Coroneo"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.63665	0.0888573	0	0	2.73318	2.29162	0	1	0	0	0	0	0
11010	"Guanajuato"	"Coroneo"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.1594	0.08773469	0	0	2.73318	2.29162	0	1	0	0	0	0	0
11010	"Guanajuato"	"Coroneo"	2009	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	3.64197	0.08662509	0	0	2.73318	2.29162	0	1	0	0	0	0	0
11010	"Guanajuato"	"Coroneo"	2010	0	0.0	0.0	0.085535884	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.23667	0.085535884	0	0	2.72363	2.29162	0	1	0	0	0	0	0
11010	"Guanajuato"	"Coroneo"	2011	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.68053	0.0	0	0	2.72363	2.29162	0	1	0	0	0	0	0
11010	"Guanajuato"	"Coroneo"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.0	0	0	2.72363	2.29162	0	1	0	0	0	0	0
11011	"Guanajuato"	"Cortazar"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	8.20712	0.035200525	0	0	1.49651	2.29162	0	1	0	0	0	0	0
11011	"Guanajuato"	"Cortazar"	2008	0	0.0	0.0115915155	0.0115915155	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	6.91361	0.023183031	0	0	1.49651	2.29162	0	1	0	0	0	0	0
11011	"Guanajuato"	"Cortazar"	2009	0	0.0	0.0	0.057256058	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	6.88339	0.022902424	0	0	1.49651	2.29162	0	1	0	0	0	0	0
11011	"Guanajuato"	"Cortazar"	2010	0	0.0	0.0	0.079188205	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	7.66421	0.022625202	0	0	1.99301	2.29162	0	1	0	0	0	0	0
11011	"Guanajuato"	"Cortazar"	2011	0	0.0	0.0	0.044702724	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	5.55447	0.05587841	0	0	1.99301	2.29162	0	1	0	0	0	0	0
11011	"Guanajuato"	"Cortazar"	2012	0	0.0	0.011040453		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.011040453	1	0.0	6.50601	0.03312136	0	0	1.99301	2.29162	0	1	0	0	0	0	0
11012	"Guanajuato"	"Cuer��maro"	2007	0	0.0	0.118826	0.27726066	0	1	0	0	0	0	0	0	0	1.0	0.118826	0.0	0.0	0	0.0	3.48831	0.03960867	1	0	2.62918	2.29162	0	1	0	0	0	0	0
11012	"Guanajuato"	"Cuer��maro"	2008	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	3.70091	0.0385862	1	0	2.62918	2.29162	0	1	0	0	0	0	0
11012	"Guanajuato"	"Cuer��maro"	2009	0	0.0	0.0	0.3383077	0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0	3.23316	0.037589744	1	0	2.62918	2.29162	0	1	0	0	0	0	0
11012	"Guanajuato"	"Cuer��maro"	2010	0	0.0	0.0	0.036619306	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.5075	0.036619306	1	0	2.24022	2.29162	0	1	0	0	0	0	0
11012	"Guanajuato"	"Cuer��maro"	2011	0	0.0	0.0	0.035673518	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	2.32716	0.0	1	0	2.24022	2.29162	0	1	0	0	0	0	0
11012	"Guanajuato"	"Cuer��maro"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.0	1	0	2.24022	2.29162	0	1	0	0	0	0	0
11013	"Guanajuato"	"Doctor Mora"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.67647	0.04526935	1	0	4.78347	2.29162	0	1	0	0	0	0	0
11013	"Guanajuato"	"Doctor Mora"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.78599	0.0444563	1	0	4.78347	2.29162	0	1	0	0	0	0	0
11013	"Guanajuato"	"Doctor Mora"	2009	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	4.13437	0.043658588	1	0	4.78347	2.29162	0	1	0	0	0	0	0
11013	"Guanajuato"	"Doctor Mora"	2010	0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0	0.0	4.49899	0.042874295	1	0	2.82893	2.29162	0	1	0	0	0	0	0
11013	"Guanajuato"	"Doctor Mora"	2011	0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0	0.0	3.75649	0.0	1	0	2.82893	2.29162	0	1	0	0	0	0	0
11013	"Guanajuato"	"Doctor Mora"	2012	0	0.0	0.0		0	0	1	0	0	0	0	0	0	2.0	0.0	1.0	0.0	1	0.0		0.0	1	0	2.82893	2.29162	0	1	0	0	0	0	0
11014	"Guanajuato"	"Dolores Hidalgo Cuna de la Independencia Nacional"	2007	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	5.06304	0.042888083	1	0	2.48186	2.29162	0	1	0	0	0	0	0
11014	"Guanajuato"	"Dolores Hidalgo Cuna de la Independencia Nacional"	2008	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	4.04635	0.03506213	1	0	2.48186	2.29162	0	1	0	0	0	0	0
11014	"Guanajuato"	"Dolores Hidalgo Cuna de la Independencia Nacional"	2009	0	0.0	0.0	0.013758754	0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0	3.33176	0.034396887	1	0	2.48186	2.29162	0	1	0	0	0	0	0
11014	"Guanajuato"	"Dolores Hidalgo Cuna de la Independencia Nacional"	2010	0	0.0	0.0	0.0067488677	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.47489	0.03374434	1	0	2.08507	2.29162	0	1	0	0	0	0	0
11014	"Guanajuato"	"Dolores Hidalgo Cuna de la Independencia Nacional"	2011	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	5.28563	0.066208504	1	0	2.08507	2.29162	0	1	0	0	0	0	0
11014	"Guanajuato"	"Dolores Hidalgo Cuna de la Independencia Nacional"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	5.75554	0.077942826	1	0	2.08507	2.29162	0	1	0	0	0	0	0
11015	"Guanajuato"	"Guanajuato"	2007	0	0.0	0.0	0.012464632	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	9.21863	0.09348474	1	0	1.96763	2.29162	0	1	0	0	0	0	0
11015	"Guanajuato"	"Guanajuato"	2008	0	0.0	0.024372261	0.0060930653	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	8.59122	0.07920985	1	0	1.96763	2.29162	0	1	0	0	0	0	0
11015	"Guanajuato"	"Guanajuato"	2009	0	0.0	0.00595692	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.00595692	1	0.0	9.61239	0.09531072	1	0	1.96763	2.29162	0	1	0	0	0	0	0
11015	"Guanajuato"	"Guanajuato"	2010	0	0.0	0.0	0.023295226	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	1.0	9.67608	0.09900471	1	0	2.78654	2.29162	0	1	0	0	0	0	0
11015	"Guanajuato"	"Guanajuato"	2011	0	0.0	0.0	0.011387382	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	8.31056	0.13664858	1	0	2.78654	2.29162	0	1	0	0	0	0	0
11015	"Guanajuato"	"Guanajuato"	2012	0	0.0	0.0		0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0	10.6359	0.16699415	1	0	2.78654	2.29162	0	1	0	0	0	0	0
11016	"Guanajuato"	"Huan��maro"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	1.8825	0.052347798	0	0	2.62946	2.29162	0	1	0	0	0	0	0
11016	"Guanajuato"	"Huan��maro"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	1.6282	0.051453564	0	0	2.62946	2.29162	0	1	0	0	0	0	0
11016	"Guanajuato"	"Huan��maro"	2009	0	0.0	0.0	0.050574012	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	1.96856	0.050574012	0	0	2.62946	2.29162	0	1	0	0	0	0	0
11016	"Guanajuato"	"Huan��maro"	2010	0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0	0.0	2.19193	0.0497092	1	0	3.7679	2.29162	0	1	0	0	0	0	0
11016	"Guanajuato"	"Huan��maro"	2011	0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0	0.0	2.20292	0.0	1	0	3.7679	2.29162	0	1	0	0	0	0	0
11016	"Guanajuato"	"Huan��maro"	2012	0	0.0	0.0		0	0	1	0	0	0	0	0	0	2.0	0.0	1.0	0.0	1	0.0		0.0	1	0	3.7679	2.29162	0	1	0	0	0	0	0
11017	"Guanajuato"	"Irapuato"	2007	0	0.0	0.004093521	0.010233802	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	13.6247	0.038888447	0	0	1.44612	2.29162	0	1	0	0	0	0	0
11017	"Guanajuato"	"Irapuato"	2008	0	0.0	0.003985374	0.0059780604	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	13.6587	0.041846424	0	0	1.44612	2.29162	0	1	0	0	0	0	0
11017	"Guanajuato"	"Irapuato"	2009	0	0.0	0.005820123	0.015520329	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.005820123	1	0.0	15.6922	0.044620946	0	0	1.44612	2.29162	0	1	0	0	0	0	0
11017	"Guanajuato"	"Irapuato"	2010	0	0.0	0.0	0.0056663645	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	11.5517	0.045330916	0	0	2.03725	2.29162	0	1	0	0	0	0	0
11017	"Guanajuato"	"Irapuato"	2011	0	0.0	0.0	0.0128722135	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	10.6283	0.055166632	0	0	2.03725	2.29162	0	1	0	0	0	0	0
11017	"Guanajuato"	"Irapuato"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.059080176	0	0	2.03725	2.29162	0	1	0	0	0	0	0
11018	"Guanajuato"	"Jaral del Progreso"	2007	0	0.0	0.029743318	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.44194	0.029743318	0	0	1.80208	2.29162	0	1	0	0	0	0	0
11018	"Guanajuato"	"Jaral del Progreso"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.00871	0.028917613	0	0	1.80208	2.29162	0	1	0	0	0	0	0
11018	"Guanajuato"	"Jaral del Progreso"	2009	0	0.0	0.0	0.084345475	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	4.25652	0.028115159	0	0	1.80208	2.29162	0	1	0	0	0	0	0
11018	"Guanajuato"	"Jaral del Progreso"	2010	0	0.0	0.0	0.05466871	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1.0	3.71649	0.027334355	0	0	2.04718	2.29162	0	1	0	0	0	0	0
11018	"Guanajuato"	"Jaral del Progreso"	2011	0	0.0	0.0	0.10630099	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	2.84085	0.0	0	0	2.04718	2.29162	0	1	0	0	0	0	0
11018	"Guanajuato"	"Jaral del Progreso"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.0	0	0	2.04718	2.29162	0	1	0	0	0	0	0
11019	"Guanajuato"	"Jer��cuaro"	2007	0	0.0	0.020850275	0.0	0	1	0	0	0	0	0	0	0	1.0	0.020850275	0.0	0.0	0	0.0	2.55117	0.020850275	1	0	3.44813	2.29162	0	1	0	0	0	0	0
11019	"Guanajuato"	"Jer��cuaro"	2008	0	0.0	0.1227019	0.06135095	0	1	0	0	0	0	0	0	0	1.0	0.1227019	0.0	0.0	0	0.0	1.7637	0.020450316	1	0	3.44813	2.29162	0	1	0	0	0	0	0
11019	"Guanajuato"	"Jer��cuaro"	2009	0	0.0	0.0	0.10028883	0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0	1.80907	0.020057768	1	0	3.44813	2.29162	0	1	0	0	0	0	0
11019	"Guanajuato"	"Jer��cuaro"	2010	0	0.0	0.0	0.07869059	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	2.10829	0.019672647	1	0	2.47488	2.29162	0	1	0	0	0	0	0
11019	"Guanajuato"	"Jer��cuaro"	2011	0	0.0	0.0	0.09647481	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	1.92506	0.0	1	0	2.47488	2.29162	0	1	0	0	0	0	0
11019	"Guanajuato"	"Jer��cuaro"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.0	1	0	2.47488	2.29162	0	1	0	0	0	0	0
11020	"Guanajuato"	"Le��n"	2007	0	0.0	0.0023076923	0.003076923	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	16.0976	0.033076923	0	0	1.25603	2.29162	0	1	0	0	0	0	0
11020	"Guanajuato"	"Le��n"	2008	0	0.0	0.002142857	0.004285714	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	16.4092	0.028571429	0	0	1.25603	2.29162	0	1	0	0	0	0	0
11020	"Guanajuato"	"Le��n"	2009	1	1.0	0.0028571428	0.025	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0028571428	1	0.0	14.1453	0.032857142	0	0	1.25603	2.29162	0	1	0	0	0	0	0
11020	"Guanajuato"	"Le��n"	2010	0	0.0	7.142857E-4	0.016428571	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	11.5925	0.032857142	0	0	2.04806	2.29162	0	1	0	0	0	0	0
11020	"Guanajuato"	"Le��n"	2011	0	0.0	0.0	0.016	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	9.77635	0.042	0	0	2.04806	2.29162	0	1	0	0	0	0	0
11020	"Guanajuato"	"Le��n"	2012	0	0.0	0.0033333334		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0033333334	1	0.0		0.044666667	0	0	2.04806	2.29162	0	1	0	0	0	0	0
11021	"Guanajuato"	"Morole��n"	2007	0	0.0	0.0	0.041859396	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	14.1471	0.041859396	1	0	2.99947	2.29162	0	1	0	0	0	0	0
11021	"Guanajuato"	"Morole��n"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	12.7793	0.041406155	1	0	2.99947	2.29162	0	1	0	0	0	0	0
11021	"Guanajuato"	"Morole��n"	2009	0	0.0	0.06143764	0.14335449	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.06143764	1	0.0	13.9446	0.040958427	1	0	2.99947	2.29162	0	1	0	0	0	0	0
11021	"Guanajuato"	"Morole��n"	2010	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	1.0	9.78045	0.040515356	1	0	4.21988	2.29162	0	1	0	0	0	0	0
11021	"Guanajuato"	"Morole��n"	2011	0	0.0	0.0	0.04007695	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	10.9145	0.0	1	0	4.21988	2.29162	0	1	0	0	0	0	0
11021	"Guanajuato"	"Morole��n"	2012	0	0.0	0.0		0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0		0.0	1	0	4.21988	2.29162	0	1	0	0	0	0	0
11022	"Guanajuato"	"Ocampo"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.92663	0.04673771	0	0	1.5431	2.29162	0	1	0	0	0	0	0
11022	"Guanajuato"	"Ocampo"	2008	0	0.0	0.0	0.13750745	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.80632	0.04583582	0	0	1.5431	2.29162	0	1	0	0	0	0	0
11022	"Guanajuato"	"Ocampo"	2009	0	0.0	0.0	0.0449519	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	4.70568	0.0449519	0	0	1.5431	2.29162	0	1	0	0	0	0	0
11022	"Guanajuato"	"Ocampo"	2010	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	4.3266	0.04408588	1	0	1.88788	2.29162	0	1	0	0	0	0	0
11022	"Guanajuato"	"Ocampo"	2011	0	0.0	0.0	0.08647153	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	3.76026	0.0	1	0	1.88788	2.29162	0	1	0	0	0	0	0
11022	"Guanajuato"	"Ocampo"	2012	0	0.0	0.0		0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0		0.0	1	0	1.88788	2.29162	0	1	0	0	0	0	0
11023	"Guanajuato"	"P��njamo"	2007	0	0.0	0.049035747	0.049035747	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.17014	0.028020427	1	0	1.4675	2.29162	0	1	0	0	0	0	0
11023	"Guanajuato"	"P��njamo"	2008	0	0.0	0.013782837	0.027565675	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.42042	0.027565675	1	0	1.4675	2.29162	0	1	0	0	0	0	0
11023	"Guanajuato"	"P��njamo"	2009	0	0.0	0.013559138	0.047456983	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.013559138	1	0.0	3.74402	0.027118277	1	0	1.4675	2.29162	0	1	0	0	0	0	0
11023	"Guanajuato"	"P��njamo"	2010	0	0.0	0.0	0.053356096	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.59504	0.026678048	0	0	1.22713	2.29162	0	1	0	0	0	0	0
11023	"Guanajuato"	"P��njamo"	2011	0	0.0	0.0	0.039367493	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.73207	0.039367493	0	0	1.22713	2.29162	0	1	0	0	0	0	0
11023	"Guanajuato"	"P��njamo"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	1.0		0.03872867	0	0	1.22713	2.29162	0	1	0	0	0	0	0
11024	"Guanajuato"	"Pueblo Nuevo"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	2.61687	0.09713453	1	0	3.12899	2.29162	0	1	0	0	0	0	0
11024	"Guanajuato"	"Pueblo Nuevo"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	1.86398	0.09453583	1	0	3.12899	2.29162	0	1	0	0	0	0	0
11024	"Guanajuato"	"Pueblo Nuevo"	2009	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	2.41112	0.09199632	1	0	3.12899	2.29162	0	1	0	0	0	0	0
11024	"Guanajuato"	"Pueblo Nuevo"	2010	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	2.29981	0.08953353	1	0	2.74983	2.29162	0	1	0	0	0	0	0
11024	"Guanajuato"	"Pueblo Nuevo"	2011	0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0	0.0	1.92701	0.0	1	0	2.74983	2.29162	0	1	0	0	0	0	0
11024	"Guanajuato"	"Pueblo Nuevo"	2012	0	0.0	0.0		0	1	0	0	0	0	0	0	0	1.0	0.0	1.0	0.0	1	0.0		0.0	1	0	2.74983	2.29162	0	1	0	0	0	0	0
11025	"Guanajuato"	"Pur��sima del Rinc��n"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	9.23218	0.032923978	1	0	1.33197	2.29162	0	1	0	0	0	0	0
11025	"Guanajuato"	"Pur��sima del Rinc��n"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	7.53516	0.031586595	1	0	1.33197	2.29162	0	1	0	0	0	0	0
11025	"Guanajuato"	"Pur��sima del Rinc��n"	2009	0	0.0	0.0	0.015151516	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	7.33209	0.030303031	1	0	1.33197	2.29162	0	1	0	0	0	0	0
11025	"Guanajuato"	"Pur��sima del Rinc��n"	2010	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1.0	8.44036	0.02907188	0	0	1.78416	2.29162	0	1	0	0	0	0	0
11025	"Guanajuato"	"Pur��sima del Rinc��n"	2011	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	8.15916	0.041836336	0	0	1.78416	2.29162	0	1	0	0	0	0	0
11025	"Guanajuato"	"Pur��sima del Rinc��n"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.02675764	0	0	1.78416	2.29162	0	1	0	0	0	0	0
11026	"Guanajuato"	"Romita"	2007	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.13588	0.01889359	1	0	2.35257	2.29162	0	1	0	0	0	0	0
11026	"Guanajuato"	"Romita"	2008	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.45619	0.01846995	1	0	2.35257	2.29162	0	1	0	0	0	0	0
11026	"Guanajuato"	"Romita"	2009	0	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	3.82241	0.018055756	1	0	2.35257	2.29162	0	1	0	0	0	0	0
11026	"Guanajuato"	"Romita"	2010	0	0.0	0.0	0.017650694	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1.0	4.42188	0.017650694	0	0	3.10127	2.29162	0	1	0	0	0	0	0
11026	"Guanajuato"	"Romita"	2011	0	0.0	0.0	0.0517643	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	3.48214	0.0	0	0	3.10127	2.29162	0	1	0	0	0	0	0
11026	"Guanajuato"	"Romita"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0		0.0	0	0	3.10127	2.29162	0	1	0	0	0	0	0
11027	"Guanajuato"	"Salamanca"	2007	0	0.0	0.0	0.0040964973	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	9.60395	0.03277198	0	0	1.48854	2.29162	0	1	0	0	0	0	0
11027	"Guanajuato"	"Salamanca"	2008	0	0.0	0.0	0.004007534	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	6.99056	0.032060273	0	0	1.48854	2.29162	0	1	0	0	0	0	0
11027	"Guanajuato"	"Salamanca"	2009	0	0.0	0.01960246	0.054886892	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.01960246	1	0.0	7.11856	0.03528443	0	0	1.48854	2.29162	0	1	0	0	0	0	0
11027	"Guanajuato"	"Salamanca"	2010	0	0.0	0.01917678	0.023012135	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	6.95198	0.03835356	0	0	1.58753	2.29162	0	1	0	0	0	0	0
11027	"Guanajuato"	"Salamanca"	2011	0	0.0	0.0	0.07504128	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	8.39686	0.056280956	0	0	1.58753	2.29162	0	1	0	0	0	0	0
11027	"Guanajuato"	"Salamanca"	2012	0	0.0	0.0		1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1	0.0	10.2081	0.051388025	0	0	1.58753	2.29162	0	1	0	0	0	0	0
11028	"Guanajuato"	"Salvatierra"	2007	0	0.0	0.010611094	0.010611094	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	4.79265	0.03183328	0	0	2.78857	2.29162	0	1	0	0	0	0	0
