Code,State,Year,Beltran_Leyva,Beltran_Leyva_Family,Familia,Golfo,Juarez,Sinaloa,Sinaloa_Family,Tijuana,Zetas,Otros
14114,14,1996,0,0,0,0,0,0,0,0,0,0
14114,14,1997,0,0,0,0,0,0,0,0,0,0
14114,14,1998,0,0,0,0,0,0,0,0,0,0
14114,14,1999,0,0,0,0,0,0,0,0,0,0
14114,14,2000,0,0,0,0,0,0,0,0,0,0
14114,14,2001,0,0,0,0,0,0,0,0,0,0
14114,14,2002,0,0,0,0,0,0,0,0,0,0
14114,14,2003,0,0,0,0,0,0,0,0,0,0
14114,14,2004,0,0,0,0,0,0,0,0,0,0
14114,14,2005,0,0,0,0,0,0,0,0,0,0
14114,14,2006,0,0,0,0,0,0,0,0,0,0
14114,14,2007,0,0,0,0,0,0,0,0,0,0
14114,14,2008,0,0,0,0,0,0,0,0,0,0
14114,14,2009,0,0,0,0,0,0,0,0,0,0
14114,14,2010,0,0,0,0,0,0,0,0,0,0
14115,14,1990,0,0,0,0,0,0,0,0,0,0
14115,14,1991,0,0,0,0,0,0,0,0,0,0
14115,14,1992,0,0,0,0,0,0,0,0,0,0
14115,14,1993,0,0,0,0,0,0,0,0,0,0
14115,14,1994,0,0,0,0,0,0,0,0,0,0
14115,14,1995,0,0,0,0,0,0,0,0,0,0
14115,14,1996,0,0,0,0,0,0,0,0,0,0
14115,14,1997,0,0,0,0,0,0,0,0,0,0
14115,14,1998,0,0,0,0,0,0,0,0,0,0
14115,14,1999,0,0,0,0,0,0,0,0,0,0
14115,14,2000,0,0,0,0,0,0,0,0,0,0
14115,14,2001,0,0,0,0,0,0,0,0,0,0
14115,14,2002,0,0,0,0,0,0,0,0,0,0
14115,14,2003,0,0,0,0,0,0,0,0,0,0
14115,14,2004,0,0,0,0,0,0,0,0,0,0
14115,14,2005,0,0,0,0,0,0,0,0,0,0
14115,14,2006,0,0,0,0,0,0,0,0,0,0
14115,14,2007,0,0,0,0,0,0,0,0,0,0
14115,14,2008,0,0,0,0,0,0,0,0,0,0
14115,14,2009,0,0,0,0,0,0,0,0,0,0
14115,14,2010,0,0,0,0,0,0,0,0,0,0
14116,14,1990,0,0,0,0,0,0,0,0,0,0
14116,14,1991,0,0,0,0,0,0,0,0,0,0
14116,14,1992,0,0,0,0,0,0,0,0,0,0
14116,14,1993,0,0,0,0,0,0,0,0,0,0
14116,14,1994,0,0,0,0,0,0,0,0,0,0
14116,14,1995,0,0,0,0,0,0,0,0,0,0
14116,14,1996,0,0,0,0,0,0,0,0,0,0
14116,14,1997,0,0,0,0,0,0,0,0,0,0
14116,14,1998,0,0,0,0,0,0,0,0,0,0
14116,14,1999,0,0,0,0,0,0,0,0,0,0
14116,14,2000,0,0,0,0,0,0,0,0,0,0
14116,14,2001,0,0,0,0,0,0,0,0,0,0
14116,14,2002,0,0,0,0,0,0,0,0,0,0
14116,14,2003,0,0,0,0,0,0,0,0,0,0
14116,14,2004,0,0,0,0,0,0,0,0,0,0
14116,14,2005,0,0,0,0,0,0,0,0,0,0
14116,14,2006,0,0,0,0,0,0,0,0,0,0
14116,14,2007,0,0,0,0,0,0,0,0,0,0
14116,14,2008,0,0,0,0,0,0,0,0,0,0
14116,14,2009,0,0,0,0,0,0,0,0,0,0
14116,14,2010,0,0,0,0,0,0,0,0,0,0
14117,14,1990,0,0,0,0,0,0,0,0,0,0
14117,14,1991,0,0,0,0,0,0,0,0,0,0
14117,14,1992,0,0,0,0,0,0,0,0,0,0
14117,14,1993,0,0,0,0,0,0,0,0,0,0
14117,14,1994,0,0,0,0,0,0,0,0,0,0
14117,14,1995,0,0,0,0,0,0,0,0,0,0
14117,14,1996,0,0,0,0,0,0,0,0,0,0
14117,14,1997,0,0,0,0,0,0,0,0,0,0
14117,14,1998,0,0,0,0,0,0,0,0,0,0
14117,14,1999,0,0,0,0,0,0,0,0,0,0
14117,14,2000,0,0,0,0,0,0,0,0,0,0
14117,14,2001,0,0,0,0,0,0,0,0,0,0
14117,14,2002,0,0,0,0,0,0,0,0,0,0
14117,14,2003,0,0,0,0,0,0,0,0,0,0
14117,14,2004,0,0,0,0,0,0,0,0,0,0
14117,14,2005,0,0,0,0,0,0,0,0,0,0
14117,14,2006,0,0,0,0,0,0,0,0,0,0
14117,14,2007,1,0,0,0,0,0,0,0,0,0
14117,14,2008,1,0,0,0,0,0,0,0,0,0
14117,14,2009,0,0,0,0,0,0,0,0,0,0
14117,14,2010,1,0,0,0,0,0,0,0,0,0
14118,14,1990,0,0,0,0,0,0,0,0,0,0
14118,14,1991,0,0,0,0,0,0,0,0,0,0
14118,14,1992,0,0,0,0,0,0,0,0,0,0
14118,14,1993,0,0,0,0,0,0,0,0,0,0
14118,14,1994,0,0,0,0,0,0,0,0,0,0
14118,14,1995,0,0,0,0,0,0,0,0,0,0
14118,14,1996,0,0,0,0,0,0,0,0,0,0
14118,14,1997,0,0,0,0,0,0,0,0,0,0
14118,14,1998,0,0,0,0,0,0,0,0,0,0
14118,14,1999,0,0,0,0,0,0,0,0,0,0
14118,14,2000,0,0,0,0,0,0,0,0,0,0
14118,14,2001,0,0,0,0,0,0,0,0,0,0
14118,14,2002,0,0,0,0,0,0,0,0,0,0
14118,14,2003,0,0,0,0,0,0,0,0,0,0
14118,14,2004,0,0,0,0,0,0,0,0,0,0
14118,14,2005,0,0,0,0,0,0,0,0,0,0
14118,14,2006,0,0,0,0,0,0,0,0,0,0
14118,14,2007,0,0,0,0,0,0,0,0,0,0
14118,14,2008,0,0,0,0,0,0,0,0,0,0
14118,14,2009,0,0,0,0,0,0,0,0,0,0
14118,14,2010,0,0,0,0,0,1,0,0,1,0
14119,14,1990,0,0,0,0,0,0,0,0,0,0
14119,14,1991,0,0,0,0,0,0,0,0,0,0
14119,14,1992,0,0,0,0,0,0,0,0,0,0
14119,14,1993,0,0,0,0,0,0,0,0,0,0
14119,14,1994,0,0,0,0,0,0,0,0,0,0
14119,14,1995,0,0,0,0,0,0,0,0,0,0
14119,14,1996,0,0,0,0,0,0,0,0,0,0
14119,14,1997,0,0,0,0,0,0,0,0,0,0
14119,14,1998,0,0,0,0,0,0,0,0,0,0
14119,14,1999,0,0,0,0,0,0,0,0,0,0
14119,14,2000,0,0,0,0,0,0,0,0,0,0
14119,14,2001,0,0,0,0,0,0,0,0,0,0
14119,14,2002,0,0,0,0,0,0,0,0,0,0
14119,14,2003,0,0,0,0,0,0,0,0,0,0
14119,14,2004,0,0,0,0,0,0,0,0,0,0
14119,14,2005,0,0,0,0,0,0,0,0,0,0
14119,14,2006,0,0,0,0,0,0,0,0,0,0
14119,14,2007,0,0,0,0,0,0,0,0,0,0
14119,14,2008,0,0,0,0,0,0,0,0,0,0
14119,14,2009,0,0,0,0,0,0,0,0,0,0
14119,14,2010,0,0,0,0,0,0,0,0,0,0
14120,14,1990,0,0,0,0,0,0,0,0,0,0
14120,14,1991,0,0,0,0,0,0,0,0,0,0
14120,14,1992,0,0,0,0,0,0,0,0,0,0
14120,14,1993,0,0,0,0,0,0,0,0,0,0
14120,14,1994,0,0,0,0,0,0,0,0,0,0
14120,14,1995,0,0,0,0,1,1,0,0,0,0
14120,14,1996,0,0,0,0,0,0,0,0,0,0
14120,14,1997,0,0,0,0,0,0,0,1,0,0
14120,14,1998,0,0,0,0,0,0,0,0,0,0
14120,14,1999,0,0,0,0,0,0,0,0,0,0
14120,14,2000,0,0,0,0,0,0,0,0,0,0
14120,14,2001,0,0,0,0,0,0,0,0,0,0
14120,14,2002,0,0,0,0,0,0,0,0,0,0
14120,14,2003,0,0,0,0,1,0,0,0,0,0
14120,14,2004,0,0,0,0,0,0,0,0,0,0
14120,14,2005,0,0,0,0,0,1,0,0,0,0
14120,14,2006,0,0,0,0,0,1,0,0,0,0
14120,14,2007,1,0,0,0,0,1,0,1,0,0
14120,14,2008,1,0,0,0,0,1,0,0,1,0
14120,14,2009,0,0,0,0,0,1,0,0,0,1
14120,14,2010,0,1,1,0,0,1,0,0,0,0
14121,14,1990,0,0,0,0,0,0,0,0,0,0
14121,14,1991,0,0,0,0,0,0,0,0,0,0
14121,14,1992,0,0,0,0,0,0,0,0,0,0
14121,14,1993,0,0,0,0,0,0,0,0,0,0
14121,14,1994,0,0,0,0,0,0,0,0,0,0
14121,14,1995,0,0,0,0,0,0,0,0,0,0
14121,14,1996,0,0,0,0,0,0,0,0,0,0
14121,14,1997,0,0,0,0,0,0,0,0,0,0
14121,14,1998,0,0,0,0,0,0,0,0,0,0
14121,14,1999,0,0,0,0,0,0,0,0,0,0
14121,14,2000,0,0,0,0,0,0,0,0,0,0
14121,14,2001,0,0,0,0,0,0,0,0,0,0
14121,14,2002,0,0,0,0,0,0,0,0,0,0
14121,14,2003,0,0,0,0,0,0,0,0,0,0
14121,14,2004,0,0,0,0,0,0,0,0,0,0
14121,14,2005,0,0,0,0,0,0,0,0,0,0
14121,14,2006,0,0,0,0,0,0,0,0,0,0
14121,14,2007,0,0,0,0,0,0,0,0,0,0
14121,14,2008,0,0,0,0,0,0,0,0,0,0
14121,14,2009,0,0,0,0,0,0,0,0,0,0
14121,14,2010,0,0,1,0,0,0,0,0,0,0
14122,14,1990,0,0,0,0,0,0,0,0,0,0
14122,14,1991,0,0,0,0,0,0,0,0,0,0
14122,14,1992,0,0,0,0,0,0,0,0,0,0
14122,14,1993,0,0,0,0,0,0,0,0,0,0
14122,14,1994,0,0,0,0,0,0,0,0,0,0
14122,14,1995,0,0,0,0,0,0,0,0,0,0
14122,14,1996,0,0,0,0,0,0,0,0,0,0
14122,14,1997,0,0,0,0,0,0,0,0,0,0
14122,14,1998,0,0,0,0,0,0,0,0,0,0
14122,14,1999,0,0,0,0,0,0,0,0,0,0
14122,14,2000,0,0,0,0,0,0,0,0,0,0
14122,14,2001,0,0,0,0,0,0,0,0,0,0
14122,14,2002,0,0,0,0,0,0,0,0,0,0
14122,14,2003,0,0,0,0,0,0,0,0,0,0
14122,14,2004,0,0,0,0,0,0,0,0,0,0
14122,14,2005,0,0,0,0,0,0,0,0,0,0
14122,14,2006,0,0,0,0,0,0,0,0,0,0
14122,14,2007,0,0,0,0,0,0,0,0,0,0
14122,14,2008,0,0,0,0,0,0,0,0,0,0
14122,14,2009,0,0,0,0,0,0,0,0,0,0
14122,14,2010,0,0,0,0,0,0,0,0,0,0
14123,14,1990,0,0,0,0,0,0,0,0,0,0
14123,14,1991,0,0,0,0,0,0,0,0,0,0
14123,14,1992,0,0,0,0,0,0,0,0,0,0
14123,14,1993,0,0,0,0,0,0,0,0,0,0
14123,14,1994,0,0,0,0,0,0,0,0,0,0
14123,14,1995,0,0,0,0,0,0,0,0,0,0
14123,14,1996,0,0,0,0,0,0,0,0,0,0
14123,14,1997,0,0,0,0,0,0,0,0,0,0
14123,14,1998,0,0,0,0,0,0,0,0,0,0
14123,14,1999,0,0,0,0,0,0,0,0,0,0
14123,14,2000,0,0,0,0,0,0,0,0,0,0
14123,14,2001,0,0,0,0,0,0,0,0,0,0
14123,14,2002,0,0,0,0,0,0,0,0,0,0
14123,14,2003,0,0,0,0,0,0,0,0,0,0
14123,14,2004,0,0,0,0,0,0,0,0,0,0
14123,14,2005,0,0,0,0,0,0,0,0,0,0
14123,14,2006,0,0,0,0,0,0,0,0,0,0
14123,14,2007,0,0,0,0,0,0,0,0,0,0
14123,14,2008,0,0,0,0,0,0,0,0,0,0
14123,14,2009,0,0,0,0,0,0,0,0,0,0
14123,14,2010,0,0,0,0,0,0,0,0,0,0
14124,14,1990,0,0,0,0,0,0,0,0,0,0
14124,14,1991,0,0,0,0,0,0,0,0,0,0
14124,14,1992,0,0,0,0,0,0,0,0,0,0
14124,14,1993,0,0,0,0,0,0,0,0,0,0
14124,14,1994,0,0,0,0,0,0,0,0,0,0
14124,14,1995,0,0,0,0,0,0,0,0,0,0
14124,14,1996,0,0,0,0,0,0,0,0,0,0
14124,14,1997,0,0,0,0,0,0,0,0,0,0
14124,14,1998,0,0,0,0,0,0,0,0,0,0
14124,14,1999,0,0,0,0,0,0,0,0,0,0
14124,14,2000,0,0,0,0,0,0,0,0,0,0
14124,14,2001,0,0,0,0,0,0,0,0,0,0
14124,14,2002,0,0,0,0,0,0,0,0,0,0
14124,14,2003,0,0,0,0,0,0,0,0,0,0
14124,14,2004,0,0,0,0,0,0,0,0,0,0
14124,14,2005,0,0,0,0,0,0,0,0,0,0
14124,14,2006,0,0,0,0,0,0,0,0,0,0
14124,14,2007,0,0,0,0,0,0,0,0,0,0
14124,14,2008,0,0,0,0,0,0,0,0,0,0
14124,14,2009,0,0,0,0,0,0,0,0,0,0
14124,14,2010,0,0,0,0,0,0,0,0,0,0
14125,14,1990,0,0,0,0,0,0,0,0,0,0
14125,14,1991,0,0,0,0,0,0,0,0,0,0
14125,14,1992,0,0,0,0,0,0,0,0,0,0
14125,14,1993,0,0,0,0,0,0,0,0,0,0
14125,14,1994,0,0,0,0,0,0,0,0,0,0
14125,14,1995,0,0,0,0,0,0,0,0,0,0
14125,14,1996,0,0,0,0,0,0,0,0,0,0
14125,14,1997,0,0,0,0,0,0,0,0,0,0
14125,14,1998,0,0,0,0,0,0,0,0,0,0
14125,14,1999,0,0,0,0,0,0,0,0,0,0
14125,14,2000,0,0,0,0,0,0,0,0,0,0
14125,14,2001,0,0,0,0,0,0,0,0,0,0
14125,14,2002,0,0,0,0,0,0,0,0,0,0
14125,14,2003,0,0,0,0,0,0,0,0,0,0
14125,14,2004,0,0,0,0,0,0,0,0,0,0
14125,14,2005,0,0,0,0,0,0,0,0,0,0
14125,14,2006,0,0,0,0,0,0,0,0,0,0
14125,14,2007,0,0,0,0,0,0,0,0,0,0
14125,14,2008,0,0,0,0,0,0,0,0,0,0
14125,14,2009,0,0,0,0,0,0,0,0,0,0
14125,14,2010,0,0,0,0,0,0,0,0,0,0
15001,15,1990,0,0,0,0,0,0,0,0,0,0
15001,15,1991,0,0,0,0,0,0,0,0,0,0
15001,15,1992,0,0,0,0,0,0,0,0,0,0
15001,15,1993,0,0,0,0,0,0,0,0,0,0
15001,15,1994,0,0,0,0,0,0,0,0,0,0
15001,15,1995,0,0,0,0,0,0,0,0,0,0
15001,15,1996,0,0,0,0,0,0,0,0,0,0
15001,15,1997,0,0,0,0,0,0,0,0,0,0
15001,15,1998,0,0,0,0,0,0,0,0,0,0
15001,15,1999,0,0,0,0,0,0,0,0,0,0
15001,15,2000,0,0,0,0,0,0,0,0,0,0
15001,15,2001,0,0,0,0,0,0,0,0,0,0
15001,15,2002,0,0,0,0,0,0,0,0,0,0
15001,15,2003,0,0,0,0,0,0,0,0,0,0
15001,15,2004,0,0,0,0,0,0,0,0,0,0
15001,15,2005,0,0,0,0,0,0,0,0,0,0
15001,15,2006,0,0,0,0,0,0,0,0,0,0
15001,15,2007,0,0,0,0,0,0,0,0,0,0
15001,15,2008,0,0,0,0,0,0,0,0,0,0
15001,15,2009,0,0,0,0,0,0,0,0,0,0
15001,15,2010,0,0,0,0,0,0,0,0,0,0
15002,15,1990,0,0,0,0,0,0,0,0,0,0
15002,15,1991,0,0,0,0,0,0,0,0,0,0
15002,15,1992,0,0,0,0,0,0,0,0,0,0
15002,15,1993,0,0,0,0,0,0,0,0,0,0
15002,15,1994,0,0,0,0,0,0,0,0,0,0
15002,15,1995,0,0,0,0,0,0,0,0,0,0
15002,15,1996,0,0,0,0,0,0,0,0,0,0
15002,15,1997,0,0,0,0,0,0,0,0,0,0
15002,15,1998,0,0,0,0,0,0,0,0,0,0
15002,15,1999,0,0,0,0,0,0,0,0,0,0
15002,15,2000,0,0,0,0,0,0,0,0,0,0
15002,15,2001,0,0,0,0,0,0,0,0,0,0
15002,15,2002,0,0,0,0,0,0,0,0,0,0
15002,15,2003,0,0,0,0,0,0,0,0,0,0
15002,15,2004,0,0,0,0,0,0,0,0,0,0
15002,15,2005,0,0,0,0,0,0,0,0,0,0
15002,15,2006,0,0,0,0,0,0,0,0,0,0
15002,15,2007,0,0,0,0,0,0,0,0,0,0
15002,15,2008,0,0,0,0,0,0,0,0,1,0
15002,15,2009,1,0,0,0,0,0,0,0,1,0
15002,15,2010,0,0,0,0,0,0,0,0,1,0
15003,15,1990,0,0,0,0,0,0,0,0,0,0
15003,15,1991,0,0,0,0,0,0,0,0,0,0
15003,15,1992,0,0,0,0,0,0,0,0,0,0
15003,15,1993,0,0,0,0,0,0,0,0,0,0
15003,15,1994,0,0,0,0,0,0,0,0,0,0
15003,15,1995,0,0,0,0,0,0,0,0,0,0
15003,15,1996,0,0,0,0,0,0,0,0,0,0
15003,15,1997,0,0,0,0,0,0,0,0,0,0
15003,15,1998,0,0,0,0,0,0,0,0,0,0
15003,15,1999,0,0,0,0,0,0,0,0,0,0
15003,15,2000,0,0,0,0,0,0,0,0,0,0
15003,15,2001,0,0,0,0,0,0,0,0,0,0
15003,15,2002,0,0,0,0,0,0,0,0,0,0
15003,15,2003,0,0,0,0,0,0,0,0,0,0
15003,15,2004,0,0,0,0,0,0,0,0,0,0
15003,15,2005,0,0,0,0,0,0,0,0,0,0
15003,15,2006,0,0,0,0,0,0,0,0,0,0
15003,15,2007,0,0,0,0,0,0,0,0,0,0
15003,15,2008,0,0,0,0,0,0,0,0,0,0
15003,15,2009,0,0,0,0,0,0,0,0,0,0
15003,15,2010,0,0,0,0,0,0,0,0,0,0
15004,15,1990,0,0,0,0,0,0,0,0,0,0
15004,15,1991,0,0,0,0,0,0,0,0,0,0
15004,15,1992,0,0,0,0,0,0,0,0,0,0
15004,15,1993,0,0,0,0,0,0,0,0,0,0
15004,15,1994,0,0,0,0,0,0,0,0,0,0
15004,15,1995,0,0,0,0,0,0,0,0,0,0
15004,15,1996,0,0,0,0,0,0,0,0,0,0
15004,15,1997,0,0,0,0,0,0,0,0,0,0
15004,15,1998,0,0,0,0,0,0,0,0,0,0
15004,15,1999,0,0,0,0,0,0,0,0,0,0
15004,15,2000,0,0,0,0,0,0,0,0,0,0
15004,15,2001,0,0,0,0,0,0,0,0,0,0
15004,15,2002,0,0,0,0,0,0,0,0,0,0
15004,15,2003,0,0,0,0,0,0,0,0,0,0
15004,15,2004,0,0,0,0,0,0,0,0,0,0
15004,15,2005,0,0,0,0,0,0,0,0,0,0
15004,15,2006,0,0,0,0,0,0,0,0,0,0
15004,15,2007,0,0,0,0,0,0,0,0,0,0
15004,15,2008,0,0,0,0,0,0,0,0,0,0
15004,15,2009,0,0,0,0,0,0,0,0,0,0
15004,15,2010,0,0,0,0,0,0,0,0,0,0
15005,15,1990,0,0,0,0,0,0,0,0,0,0
15005,15,1991,0,0,0,0,0,0,0,0,0,0
15005,15,1992,0,0,0,0,0,0,0,0,0,0
15005,15,1993,0,0,0,0,0,0,0,1,0,0
15005,15,1994,0,0,0,0,0,0,0,0,0,0
15005,15,1995,0,0,0,0,0,0,0,1,0,0
15005,15,1996,0,0,0,0,0,0,0,1,0,0
15005,15,1997,0,0,0,0,0,1,0,1,0,0
15005,15,1998,0,0,0,0,0,1,0,0,0,0
15005,15,1999,0,0,0,0,0,0,0,0,0,0
15005,15,2000,0,0,0,0,0,0,0,1,0,0
15005,15,2001,0,0,0,0,0,1,0,0,0,0
15005,15,2002,0,0,0,0,0,0,0,1,0,0
15005,15,2003,0,0,0,1,0,0,0,0,0,0
15005,15,2004,0,0,0,1,0,1,0,0,0,0
15005,15,2005,0,0,0,0,0,1,0,1,0,0
15005,15,2006,0,0,0,1,1,1,0,0,0,0
15005,15,2007,0,0,0,0,1,1,0,1,0,0
15005,15,2008,0,0,0,0,0,0,0,1,1,0
15005,15,2009,0,0,0,0,0,1,0,0,0,0
15005,15,2010,0,0,0,0,1,0,0,1,0,1
15006,15,1990,0,0,0,0,0,0,0,0,0,0
15006,15,1991,0,0,0,0,0,0,0,0,0,0
15006,15,1992,0,0,0,0,0,0,0,0,0,0
15006,15,1993,0,0,0,0,0,0,0,0,0,0
15006,15,1994,0,0,0,0,0,0,0,0,0,0
15006,15,1995,0,0,0,0,0,0,0,0,0,0
15006,15,1996,0,0,0,0,0,0,0,0,0,0
15006,15,1997,0,0,0,0,0,0,0,0,0,0
15006,15,1998,0,0,0,0,0,0,0,0,0,0
15006,15,1999,0,0,0,0,0,0,0,0,0,0
15006,15,2000,0,0,0,0,0,0,0,0,0,0
15006,15,2001,0,0,0,0,0,0,0,0,0,0
15006,15,2002,0,0,0,0,0,0,0,0,0,0
15006,15,2003,0,0,0,0,0,0,0,0,0,0
15006,15,2004,0,0,0,0,0,0,0,0,0,0
15006,15,2005,0,0,0,0,0,0,0,0,0,0
15006,15,2006,0,0,0,0,0,0,0,0,0,0
15006,15,2007,0,0,0,0,0,0,0,0,0,0
15006,15,2008,0,0,0,0,0,0,0,0,0,0
15006,15,2009,0,0,0,0,0,0,0,0,0,0
15006,15,2010,0,0,0,0,0,0,0,0,0,0
15007,15,1990,0,0,0,0,0,0,0,0,0,0
15007,15,1991,0,0,0,0,0,0,0,0,0,0
15007,15,1992,0,0,0,0,0,0,0,0,0,0
15007,15,1993,0,0,0,0,0,0,0,0,0,0
15007,15,1994,0,0,0,0,0,0,0,0,0,0
15007,15,1995,0,0,0,0,0,0,0,0,0,0
15007,15,1996,0,0,0,0,0,0,0,0,0,0
15007,15,1997,0,0,0,0,0,0,0,0,0,0
15007,15,1998,0,0,0,0,0,0,0,0,0,0
15007,15,1999,0,0,0,0,0,0,0,0,0,0
15007,15,2000,0,0,0,0,0,0,0,0,0,0
15007,15,2001,0,0,0,0,0,0,0,0,0,0
15007,15,2002,0,0,0,0,0,0,0,0,0,0
15007,15,2003,0,0,0,0,0,0,0,0,0,0
15007,15,2004,0,0,0,0,0,0,0,0,0,0
15007,15,2005,0,0,0,0,0,0,0,0,0,0
15007,15,2006,0,0,0,0,0,0,0,0,0,0
15007,15,2007,0,0,0,0,0,0,0,0,0,0
15007,15,2008,0,0,0,0,0,0,0,0,0,0
15007,15,2009,0,0,0,0,0,0,0,0,0,0
15007,15,2010,0,0,0,0,0,0,0,0,0,0
15008,15,1990,0,0,0,0,0,0,0,0,0,0
15008,15,1991,0,0,0,0,0,0,0,0,0,0
15008,15,1992,0,0,0,0,0,0,0,0,0,0
15008,15,1993,0,0,0,0,0,0,0,0,0,0
15008,15,1994,0,0,0,0,0,0,0,0,0,0
15008,15,1995,0,0,0,0,0,0,0,0,0,0
15008,15,1996,0,0,0,0,0,0,0,0,0,0
15008,15,1997,0,0,0,0,0,0,0,0,0,0
15008,15,1998,0,0,0,0,0,0,0,0,0,0
15008,15,1999,0,0,0,0,0,0,0,0,0,0
15008,15,2000,0,0,0,0,0,0,0,0,0,0
15008,15,2001,0,0,0,0,0,0,0,0,0,0
15008,15,2002,0,0,0,0,0,0,0,0,0,0
15008,15,2003,0,0,0,0,0,0,0,0,0,0
15008,15,2004,0,0,0,0,0,0,0,0,0,0
15008,15,2005,0,0,0,0,0,0,0,0,0,0
15008,15,2006,0,0,0,0,0,0,0,0,0,0
15008,15,2007,0,0,0,0,0,0,0,0,0,0
15008,15,2008,0,0,0,0,0,0,0,0,1,0
15008,15,2009,1,0,0,0,0,0,0,0,1,0
15008,15,2010,1,0,0,0,0,0,0,0,1,0
15009,15,1990,0,0,0,0,0,0,0,0,0,0
15009,15,1991,0,0,0,0,0,0,0,0,0,0
15009,15,1992,0,0,0,0,0,0,0,0,0,0
15009,15,1993,0,0,0,0,0,0,0,0,0,0
15009,15,1994,0,0,0,0,0,0,0,0,0,0
15009,15,1995,0,0,0,0,0,0,0,0,0,0
15009,15,1996,0,0,0,0,0,0,0,0,0,0
15009,15,1997,0,0,0,0,0,0,0,0,0,0
15009,15,1998,0,0,0,0,0,0,0,0,0,0
15009,15,1999,0,0,0,0,0,0,0,0,0,0
15009,15,2000,0,0,0,0,0,0,0,0,0,0
15009,15,2001,0,0,0,0,0,0,0,0,0,0
15009,15,2002,0,0,0,0,0,0,0,0,0,0
15009,15,2003,0,0,0,0,0,0,0,0,0,0
15009,15,2004,0,0,0,0,0,0,0,0,0,0
15009,15,2005,0,0,0,0,0,0,0,0,0,0
15009,15,2006,0,0,0,0,0,0,0,0,0,0
15009,15,2007,0,0,0,0,0,0,0,0,0,0
15009,15,2008,0,0,0,0,0,0,0,0,1,0
15009,15,2009,1,0,0,0,0,0,0,0,1,0
15009,15,2010,1,0,1,0,0,0,0,0,1,0
15010,15,1990,0,0,0,0,0,0,0,0,0,0
15010,15,1991,0,0,0,0,0,0,0,0,0,0
15010,15,1992,0,0,0,0,0,0,0,0,0,0
15010,15,1993,0,0,0,0,0,0,0,0,0,0
15010,15,1994,0,0,0,0,0,0,0,0,0,0
15010,15,1995,0,0,0,0,0,0,0,0,0,0
15010,15,1996,0,0,0,0,0,0,0,0,0,0
15010,15,1997,0,0,0,0,0,0,0,0,0,0
15010,15,1998,0,0,0,0,0,0,0,0,0,0
15010,15,1999,0,0,0,0,0,0,0,0,0,0
15010,15,2000,0,0,0,0,0,0,0,0,0,0
15010,15,2001,0,0,0,0,0,0,0,0,0,0
15010,15,2002,0,0,0,0,0,0,0,0,0,0
15010,15,2003,0,0,0,0,0,0,0,0,0,0
15010,15,2004,0,0,0,0,0,0,0,0,0,0
15010,15,2005,0,0,0,0,0,0,0,0,0,0
15010,15,2006,0,0,0,0,0,0,0,0,0,0
15010,15,2007,0,0,0,0,0,0,0,0,0,0
15010,15,2008,0,0,0,0,0,0,0,0,0,0
15010,15,2009,0,0,0,0,0,0,0,0,0,0
15010,15,2010,0,0,0,0,0,0,0,0,0,0
15011,15,1990,0,0,0,0,0,0,0,0,0,0
15011,15,1991,0,0,0,0,0,0,0,0,0,0
15011,15,1992,0,0,0,0,0,0,0,0,0,0
15011,15,1993,0,0,0,0,0,0,0,0,0,0
15011,15,1994,0,0,0,0,0,0,0,0,0,0
15011,15,1995,0,0,0,0,0,0,0,0,0,0
15011,15,1996,0,0,0,0,0,0,0,0,0,0
15011,15,1997,0,0,0,0,0,0,0,0,0,0
15011,15,1998,0,0,0,0,0,0,0,0,0,0
15011,15,1999,0,0,0,0,0,0,0,0,0,0
15011,15,2000,0,0,0,0,0,0,0,0,0,0
15011,15,2001,0,0,0,0,0,0,0,0,0,0
15011,15,2002,0,0,0,0,0,0,0,0,0,0
15011,15,2003,0,0,0,0,0,0,0,1,0,0
15011,15,2004,0,0,0,0,0,0,0,0,0,0
15011,15,2005,0,0,0,0,0,0,0,0,0,0
15011,15,2006,0,0,0,0,0,0,0,0,0,0
15011,15,2007,0,0,0,0,0,0,0,0,1,0
15011,15,2008,1,0,1,0,0,1,0,0,0,0
15011,15,2009,0,0,0,0,0,1,0,0,1,0
15011,15,2010,0,0,0,0,0,0,0,0,1,0
15012,15,1990,0,0,0,0,0,0,0,0,0,0
15012,15,1991,0,0,0,0,0,0,0,0,0,0
15012,15,1992,0,0,0,0,0,0,0,0,0,0
15012,15,1993,0,0,0,0,0,0,0,0,0,0
15012,15,1994,0,0,0,0,0,0,0,0,0,0
15012,15,1995,0,0,0,0,0,0,0,0,0,0
15012,15,1996,0,0,0,0,0,0,0,0,0,0
15012,15,1997,0,0,0,0,0,0,0,0,0,0
15012,15,1998,0,0,0,0,0,0,0,0,0,0
15012,15,1999,0,0,0,0,0,0,0,0,0,0
15012,15,2000,0,0,0,0,0,0,0,0,0,0
15012,15,2001,0,0,0,0,0,0,0,0,0,0
15012,15,2002,0,0,0,0,0,0,0,0,0,0
15012,15,2003,0,0,0,0,0,0,0,0,0,0
15012,15,2004,0,0,0,0,0,1,0,0,0,0
15012,15,2005,0,0,0,0,0,0,0,0,0,0
15012,15,2006,0,0,0,0,0,0,0,0,0,0
15012,15,2007,0,0,0,0,0,0,0,0,0,0
15012,15,2008,0,0,0,0,0,0,0,0,0,0
15012,15,2009,0,0,0,0,0,1,0,0,0,0
