Tipologia;Proprietà;Indirizzo;Frazione;Comune
GARAGE;ITEA;VIA OBERZINER-C.SO ALPINI .;;TRENTO
GARAGE;ITEA;VIA OBERZINER-C.SO ALPINI .;;TRENTO
GARAGE;ITEA;VIA OBERZINER-C.SO ALPINI .;;TRENTO
ALLOGGIO;ITEA;VIA VENEZIA 20 - EDIF.A;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 20 - EDIF.A;;ARCO
CENTRALE TERMICA;ITEA;VIA VENEZIA 20 - EDIF.A;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 20 - EDIF.A;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 20 - EDIF.A;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 22;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 22;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 22;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 20 - EDIF.A;;ARCO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
GARAGE;ITEA;VIA D. CHIESA - VIA BRONZETTI ;;TRENTO
ALLOGGIO;ITEA;V.VENEZIA 14;;ARCO
ALLOGGIO;ITEA;V.VENEZIA 14;;ARCO
ALLOGGIO;ITEA;V.VENEZIA 14;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 12;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 8;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 12;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 12;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 12;;ARCO
ALLOGGIO;ITEA;V.VENEZIA 14;;ARCO
CENTRALE TERMICA;ITEA;VIA VENEZIA 12;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 4;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 4;;ARCO
CENTRALE TERMICA;ITEA;VIA VENEZIA 4;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 6;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 6;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 4;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 6;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 6;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 6;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 6;;ARCO
ALLOGGIO;ITEA;VIA VENEZIA 4;;ARCO
ALLOGGIO;ITEA;Codice unita': 73900003;;PORTE DI RENDENA
ALLOGGIO;ITEA;Codice unita': 30500018;;CALDONAZZO
ALLOGGIO;ITEA;Codice unita': 30500027;;CALDONAZZO
ALLOGGIO;ITEA;VIA G. B. SICHERI 69;;STENICO
ALLOGGIO;ITEA;VIA G. B. SICHERI 63;;STENICO
ALLOGGIO;ITEA;VIA G. B. SICHERI 65;;STENICO
ALLOGGIO;ITEA;VIA G. B. SICHERI 67;;STENICO
ALLOGGIO;ITEA;VIA FUCINE 73;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 73;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 73;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 75;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 75;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 75;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 73;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 75;;PINZOLO
ALLOGGIO;ITEA;VIA FUCINE 73;;PINZOLO
CABINA ELETTRICA;ITEA;VIA FUCINE 73;;PINZOLO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 9 - C.M.IGNOTO 9/11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 7;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 7;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 9 - C.M.IGNOTO 9/11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 9 - C.M.IGNOTO 9/11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 9 - C.M.IGNOTO 9/11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 9 - C.M.IGNOTO 9/11;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 7;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 7;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 7;;ROVERETO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 11;;ROVERETO
NEGOZIO;ITEA;Codice unita': 91301312;;ROVERETO
NEGOZIO;ITEA;Codice unita': 91301313;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
ALLOGGIO;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
GARAGE;ITEA;VIA LIVENZA 32;;ROVERETO
POSTO MACCHINA ESTERNO;ITEA;VIA LIVENZA - COND.CENTRO SUD - B/5;;ROVERETO
POSTO MACCHINA ESTERNO;ITEA;VIA LIVENZA - COND.CENTRO SUD - B/5;;ROVERETO
POSTO MACCHINA ESTERNO;ITEA;VIA LIVENZA - COND.CENTRO SUD - B/5;;ROVERETO
POSTO MACCHINA ESTERNO;ITEA;VIA LIVENZA - COND.CENTRO SUD - B/5;;ROVERETO
POSTO MACCHINA ESTERNO;ITEA;VIA LIVENZA - COND.CENTRO SUD - B/5;;ROVERETO
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIALE DOLOMITI 106;;LAVARONE
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIALE DOLOMITI 106;;LAVARONE
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIALE DOLOMITI 106;;LAVARONE
ALLOGGIO;ITEA;VIALE DOLOMITI 110-116;;LAVARONE
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIALE DOLOMITI 110-116;;LAVARONE
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIALE DOLOMITI 110-116;;LAVARONE
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIALE DOLOMITI 110-116;;LAVARONE
ALLOGGIO;ITEA;Codice unita': 20200120;;BORGO VALSUGANA
GARAGE;ITEA;Codice unita': 20200121;;BORGO VALSUGANA
ALLOGGIO;ITEA;Codice unita': 61200009;;RABBI
ALLOGGIO;ITEA;Codice unita': 61200010;;RABBI
ALLOGGIO;ITEA;Codice unita': 91300040;;ROVERETO
ALLOGGIO;ITEA;Codice unita': 61200013;;RABBI
ALLOGGIO;ITEA;Codice unita': 61200015;;RABBI
ALLOGGIO;ITEA;VIA VECCHIA 16;;PIEVE DI BONO-PREZZO
ALLOGGIO;ITEA;VIA VECCHIA 16;;PIEVE DI BONO-PREZZO
ALLOGGIO;ITEA;VIA VECCHIA 16;;PIEVE DI BONO-PREZZO
ALLOGGIO;ITEA;VIA VECCHIA 16;;PIEVE DI BONO-PREZZO
ALLOGGIO;ITEA;Codice unita': 72500017;;PIEVE DI BONO-PREZZO
ALLOGGIO;ITEA;Codice unita': 72500019;;PIEVE DI BONO-PREZZO
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
POSTO MACCHINA INTERNO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA DI SOTA LA CROS 47;ALMAZZAGO;COMMEZZADURA
ALLOGGIO;ITEA;VIA F. DE NEGRI 10;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 10;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 14;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 14;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 12;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 12;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 12;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 12;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 14;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 10;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 10;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 14;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 12;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 12;;CLES
CABINA ELETTRICA;ITEA;VIA F. DE NEGRI;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 16;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 16;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 16;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 18;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 18;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 18;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 16;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 16;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 16;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 16;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 18;;CLES
ALLOGGIO;ITEA;VIA F. DE NEGRI 18;;CLES
ALLOGGIO;ITEA;VIA ROMA 22/B;;TRE VILLE
ALLOGGIO;ITEA;VIA ROMA 22/B;;TRE VILLE
ALLOGGIO;ITEA;VIA ROMA 22/B;;TRE VILLE
ALLOGGIO;ITEA;VIA ROMA 22/B;;TRE VILLE
ALLOGGIO;ITEA;VIA ROMA 22/B;;TRE VILLE
ALLOGGIO;ITEA;VIA ROMA 22/B;;TRE VILLE
ALTRO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA ARCO 4/A;CENIGA;DRO
ALLOGGIO;ITEA;VIA MILITE IGNOTO 18 - COND.MARGHERITA;;ROVERETO
LOCALE COMUNE;ITEA;VIA MILITE IGNOTO 18 - COND.MARGHERITA;;ROVERETO
LOCALE COMUNE;ITEA;VIA MILITE IGNOTO 18 - COND.MARGHERITA;;ROVERETO
LOCALE COMUNE;ITEA;VIA MILITE IGNOTO 18 - COND.MARGHERITA;;ROVERETO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 41;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 39;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 40;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
ALLOGGIO;ITEA;VIA DELLA CANOVA 38;GARDOLO;TRENTO
MAGAZZINO;ITEA;VIA MARCO 42;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 42;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 42;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 42;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 42;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 42;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 42;;CAVALESE
MAGAZZINO;ITEA;VIA MARCO 44;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 44;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 44;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 44;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 44;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 44;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 44;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 46;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 46;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 46;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 46;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 46;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 46;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 48;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 48;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 48;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 48;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 48;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 48;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 50;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 50;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 50;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 50;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 50;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 50;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 52;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 52;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 52;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 52;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 52;;CAVALESE
ALLOGGIO;ITEA;VIA MARCO 52;;CAVALESE
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
CANTINA;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
CANTINA;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
ALLOGGIO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
POSTO MACCHINA INTERNO;ITEA;VIA PETRARCA 74;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
GARAGE;ITEA;VIA PETRARCA 68;;PERGINE VALSUGANA
ALLOGGIO;ITEA;Codice unita': 91300062;;ROVERETO
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIA SOPRA CHIESA, 7-5-3;PATONE;ISERA
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIA SOPRA CHIESA, 7-5-3;PATONE;ISERA
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIA SOPRA CHIESA, 7-5-3;PATONE;ISERA
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIA SOPRA CHIESA, 7-5-3;PATONE;ISERA
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIA SOPRA CHIESA, 7-5-3;PATONE;ISERA
POSTO MACCHINA SOTTO TETTOIA;ITEA;VIA SOPRA CHIESA, 7-5-3;PATONE;ISERA
ALLOGGIO  DUPLEX;ITEA;VIA SOPRA CHIESA  5;PATONE;ISERA
ALLOGGIO  DUPLEX;ITEA;VIA SOPRA CHIESA 11;PATONE;ISERA
ALLOGGIO  DUPLEX;ITEA;VIA SOPRA CHIESA 9;PATONE;ISERA
ALLOGGIO  DUPLEX;ITEA;VIA SOPRA CHIESA 7;PATONE;ISERA
ALLOGGIO  DUPLEX;ITEA;VIA SOPRA CHIESA 3;PATONE;ISERA
ALLOGGIO  DUPLEX;ITEA;VIA SOPRA CHIESA 1;PATONE;ISERA
GARAGE;ITEA;VIA FORMIGHETA 48 - COND.LE QUERCE;MARTIGNANO - TRENTO;TRENTO
GARAGE;ITEA;VIA FORMIGHETA 50 - COND.LE QUERCE;MARTIGNANO - TRENTO;TRENTO
ALLOGGIO;ITEA;VIA FORMIGHETA 50 - COND.LE QUERCE;MARTIGNANO - TRENTO;TRENTO
ALLOGGIO;ITEA;VIA FORMIGHETA 48 - COND.LE QUERCE;MARTIGNANO - TRENTO;TRENTO
ALLOGGIO;ITEA;VIA MIORINI  - LOC.GRUMO 35;;SAN MICHELE ALL'ADIGE
